index,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres,is_valid_lyrics
72,5aDoUmxBsbdpS16alksb5Z,Do You Hear What I Hear? - Remastered 2006,Bing Crosby - Christmas Classics,"[""Bing Crosby""]",0.5660000000000001,0.246,10,-15.499,1,0.0276,0.8130000000000001,1e-06,0.195,0.412,101.529,165667,"do you hear what i hear? (hear what i hear) said the night wind to the little lamb do you see what i see? (do you see what i see?) way up in the sky, little lamb do you see what i see? (do you see what i see?) a star, a star, dancing in the night with a tail as big as a kite with a tail as big as a kite said the little lamb to the shepherd boy do you hear what i hear? (do you hear what i hear?) ringing through the sky, shepherd boy do you hear what i hear? (do you hear what i hear?) a song, a song high above the tree with a voice as big as the sea with a voice as big as the sea said the shepherd boy to the mighty king do you know what i (do you know) know? (what i know, know what i know) in your palace warm, mighty king do you know what i (do you know) know? (what i know, know what i know) a child, a child shivers in the cold let us bring him silver and gold let us bring him silver and gold said the king to the people everywhere listen to what i (listen) say (to what i say) pray for peace, people, everywhere listen to what i (listen) say (to what i say) the child, the child sleeping in the night he will bring us goodness and light he will bring us goodness and light",2006,Pop,85,615333,84.0,"[""6ZjFtWeHP9XN7FeKSUe80S""]","[""christmas""]",True
106,2IuUMx3uxxJAHcH41aYtn0,Winter Wonderland - Remastered 2006,Bing Crosby - Christmas Classics,"[""Bing Crosby""]",0.595,0.23,10,-13.603,1,0.0511,0.8300000000000001,0.0,0.12,0.538,126.596,144253,"sleigh bells ring are you listening in the lane snow is glistening a beautiful sight we're happy tonight walking in a winter wonderland gone away is the bluebird here to stay is a new bird he sings a love song as we go along walking in a winter wonderland in the meadow we can build a snowman then pretend that he is parson brown he'll say: are you married? we'll say: no man but you can do the job when you're in town later on we'll conspire as we dream by the fire to face unafraid the plans that we've made walking in a winter wonderland (sleigh bells ring) are ya listenin' (in the lane) snow is glistening a beautiful sight, we're happy tonight walkin' in the winter wonderland (gone away is the blue bird) here to stay is a new bird he sings a love song as we go along walkin' in a winter wonderland in the meadow we can build a snowman and pretend that he's a circus clown (we'll have lots of fun with mister snowman) yes, until the other kiddies knock him down later on, we'll conspire as we dream by the fire to face unafraid the plans that we've made walkin' in a winter wonderland walkin' in a winter wonderland",2006,Pop,84,615333,84.0,"[""6ZjFtWeHP9XN7FeKSUe80S""]","[""christmas""]",True
111,4NeOWqHmlrGRuBvsLJC9rL,My Love (feat. T.I.),FutureSex/LoveSounds Deluxe Edition,"[""Justin Timberlake"", ""T.I.""]",0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,276160,"ain't another woman that can take your spot, my... if i wrote you a symphony just to say how much you mean to me (what would you do?) if i told you, you were beautiful would you date me on the regular? (tell me, would you?) well, baby, i've been around the world but i ain't seen myself another girl (like you) this ring here represents my heart but there's just one thing i need from you (saying ""i do"") because i can see us holdin' hands walkin' on the beach, our toes in the sand i can see us on the country side sittin' on the grass, layin' side by side you can be my baby let me make you my lady, girl, you amaze me ain't gotta do nothin' crazy see, all i want you to do is be my love (so don't give away) my love (so don't give away) my love (so don't give away) ain't another woman that could take your spot, my love (so don't give away) my love (so don't give away) my love (so don't give away) ain't another woman that could take your spot, my love love, girl, my love, my love now if i wrote you a love note and made you smile at every word i wrote (what would you do?) would that make you wanna change your scene and wanna be the one on my team? (tell me, would you?) see, what's the point in waitin' anymore? 'cause girl, i've never been more sure (that, baby, it's you) this ring here represents my heart and everything that you been waitin' for (just say it, ""i do"") because i can see us holdin' hands walkin' on the beach, our toes in the sand i can see us on the country side sittin' on the grass, layin' side by side you can be my baby let me make you my lady, girl, you amaze me ain't gotta do nothin' crazy see, all i want you to do is be my love (so don't give away) my love (so don't give away) my love (so don't give away) ain't another woman that could take your spot, my love (so don't give away) my love (so don't give away) my love (so don't give away) ain't another woman that could take your spot, my love love, my love, my love a'ight, it's time to get it, jt i don't know what she hesitatin' for, man ay, ay, ay shawty cool as a fan, on the move once again (ay) and he still has fans from peru to japan hey, listen, baby, i don't wanna ruin your plan (nah) but if you got a man, try to lose him if you can 'cause the girls worldwide throw they hands up high when you wanna come and kick it with a stand-up guy you don't really wanna let the chance go by 'cause you ain't been seen with a man so fly and, babe, with friends so fly, i can go fly private, 'cause i handle my b.i they call me candle guy (why?) simply 'cause i am on fire (haha) i hate to have to cancel my vacation, so you can't deny i'm patient, but i ain't gon' try (nah) you don't come, i ain't gon' die hold up, what you mean you can't go? why? (why?) me and your boyfriend, we ain't no tie (uh-huh) you say you wanna kick it when i ain't so high (man) baby, it's obvious that i ain't yo' guy i ain't gon' lie, i'll fill your space don't forget your face, i swear i will st. barths, anguilla, anywhere i chill (nice) just bring with me any pair, i will (c'mon) i can see us holdin' hands walkin' on the beach, our toes in the sand i can see us on the country side sittin' on the grass, layin' side by side you can be my baby let me make you my lady, girl, you amaze me ain't gotta do nothin' crazy see, all i want you to do is be my love (love) my love (love) my love (love) ain't another woman that could take your spot, my love (love) my love (love) my love (love) ain't another woman that could take your spot, my love love, love, my love, my love my love, my love",2006,Hip-Hop,84,21241150,80.5,"[""31TPClRtHm23RisEBtV3X7"", ""4OBJLual30L7gRl5UkeRcT""]","[""southern hip hop""]",True
191,7j31rVgGX9Q2blT92VBEA0,Teenagers,The Black Parade,"[""My Chemical Romance""]",0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,161920,"they're gonna clean up your looks with all the lies in the books to make a citizen out of you because they sleep with a gun and keep an eye on you, son so they can watch all the things you do because the drugs never work they're gonna give you a smirk 'cause they got methods of keeping you clean they're gonna rip up your heads your aspirations to shreds another cog in the murder machine they said, ""all teenagers scare the livin' shit out of me"" they could care less as long as someone'll bleed so darken your clothes, or strike a violent pose maybe they'll leave you alone, but not me the boys and girls in the clique the awful names that they stick you're never gonna fit in much, kid but if you're troubled and hurt what you got under your shirt will make them pay for the things that they did they said, ""all teenagers scare the livin' shit out of me"" they could care less as long as someone'll bleed so darken your clothes, or strike a violent pose maybe they'll leave you alone, but not me oh, yeah! they said, ""all teenagers scare the livin' shit out of me"" they could care less as long as someone'll bleed so darken your clothes, or strike a violent pose maybe they'll leave you alone, but not me all together now! ""teenagers scare the livin' shit out of me"" they could care less as long as someone'll bleed so darken your clothes, or strike a violent pose maybe they'll leave you alone, but not me ""teenagers scare the livin' shit out of me"" they could care less as long as someone'll bleed so darken your clothes, or strike a violent pose maybe they'll leave you alone, but not me",2006,Rock,82,10475736,80.0,"[""7FBcuc1gsnv6Y1nwFtNRCb""]","[""emo"", ""pop punk""]",True
205,2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),Stadium Arcadium,"[""Red Hot Chili Peppers""]",0.427,0.9,11,-3.674,1,0.0499,0.116,1.7500000000000002e-05,0.119,0.599,104.655,334667,"come to decide that the things that i tried were in my life just to get high on when i sit alone, come get a little known but i need more than myself this time step from the road to the sea, to the sky and i do believe that we rely on when i lay it on, come get to play it on all my life to sacrifice hey oh listen what i say, oh i got your hey oh now listen what i say, oh, oh when will i know that i really can't go to the well once more – time to decide on when it's killing me, when will i really see all that i need to look inside come to believe that i better not leave before i get my chance to ride when it's killing me, what do i really need? all that i need to look inside hey oh listen what i say, oh come back and hey oh look at what i say, oh the more i see, the less i know the more i'd like to let it go hey oh whoa-oh-oh-whoa deep beneath the cover of another perfect wonder where it's so white as snow privately divided by a world so undecided and there's nowhere to go in between the cover of another perfect wonder and it's so white as snow running through the field where all my tracks will be concealed and there's nowhere to go ho! went to descend to amend for a friend all the channels that have broken down now you bring it up, i'm gonna ring it up just to hear you sing it out step from the road to the sea, to the sky and i do believe what we rely on when i lay it on, come, get to play it on all my life to sacrifice hey oh listen what i say, oh i got your hey oh listen what i say, oh the more i see, the less i know the more i'd like to let it go hey oh whoa-oh-oh-whoa deep beneath the cover of another perfect wonder where it's so white as snow privately divided by a world so undecided and there's nowhere to go in between the cover of another perfect wonder where it's so white as snow running through the field where all my tracks will be concealed and there's nowhere to go i said hey-hey yeah, oh yeah tell my love now hey-hey yeah, oh yeah tell my love now deep beneath the cover of another perfect wonder where it's so white as snow privately divided by a world so undecided and there's nowhere to go deep beneath the cover of another perfect wonder where it's so white as snow running through the field where all my tracks will be concealed there's nowhere to go i said hey, oh yeah, oh yeah tell my love now hey-hey yeah, oh yeah",2006,Rock,82,23541073,85.0,"[""0L8ExT028jH3ddEcZwqJJ5""]","[""alternative rock"", ""funk rock"", ""rock""]",True
240,3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,Black Holes and Revelations,"[""Muse""]",0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,"ooh, baby, don't you know i suffer? ooh, baby, can you hear me moan? you caught me under false pretenses how long before you let me go? you set my soul alight you set my soul alight (you) glaciers melting in the dead of night and the superstars sucked into the supermassive (set my soul alight) (you) glaciers melting in the dead of night and the superstars sucked into the supermassive (set my soul) i thought i was a fool for no one but mmh, baby i'm a fool for you you're the queen of the superficial and how long before you tell the truth? you set my soul alight you set my soul alight (you) glaciers melting in the dead of night and the superstars sucked into the supermassive (set my soul alight) (you) glaciers melting in the dead of night and the superstars sucked into the supermassive (set my soul) supermassive black hole supermassive black hole supermassive black hole supermassive black hole glaciers melting in the dead of night and the superstars sucked into the supermassive glaciers melting in the dead of night and the superstars sucked into the supermassive (you) glaciers melting in the dead of night and the superstars sucked into the supermassive (set my soul alight) (you) glaciers melting in the dead of night and the superstars sucked into the supermassive (set my soul) supermassive black hole supermassive black hole supermassive black hole supermassive black hole",2006,Rock,82,8554635,78.0,"[""12Chz98pHFMPJEknJQMWvI""]","[""alternative rock"", ""rock""]",True
245,6wn2nmFn3wDuiMldRiuRuL,Last Christmas - Remastered,Twenty Five,"[""Wham!""]",0.757,0.618,11,-7.964,0,0.0282,0.262,0.0,0.221,0.861,106.856,267160,"last christmas i gave you my heart but the very next day you gave it away this year, to save me from tears i'll give it to someone special last christmas i gave you my heart but the very next day you gave it away this year, to save me from tears i'll give it to someone special once bitten and twice shy i keep my distance, but you still catch my eye tell me baby, do you recognize me? well, it's been a year, it doesn't surprise me happy christmas, i wrapped it up and sent it with a note saying ""i love you"", i meant it now i know what a fool i've been but if you kissed me now, i know you'd fool me again last christmas i gave you my heart but the very next day you gave it away this year, to save me from tears i'll give it to someone special last christmas i gave you my heart but the very next day you gave it away this year, to save me from tears i'll give it to someone special ooh oh, oh, baby a crowded room, friends with tired eyes i'm hiding from you and your soul of ice my god, i thought you were someone to rely on me? i guess i was a shoulder to cry on a face on a lover with a fire in his heart a man under cover, but you tore me apart oh, oh now i've found a real love you'll never fool me again last christmas i gave you my heart but the very next day you gave it away this year, to save me from tears i'll give it to someone special, special last christmas i gave you my heart but the very next day you gave it away this year, to save me from tears i'll give it to someone special special a face on a lover with a fire in his heart (i gave you mine) a man under cover but you tore him apart maybe next year i'll give it to someone i'll give it to someone special special so long",2006,Pop,82,3205723,82.0,"[""5lpH0xAS4fVfLkACg9DAuM""]","[""christmas""]",True
275,5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,The Black Parade,"[""My Chemical Romance""]",0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,"when i was a young boy my father took me into the city to see a marching band he said, ""son, when you grow up would you be the savior of the broken the beaten and the damned?"" he said, ""will you defeat them? your demons, and all the non-believers the plans that they have made?"" ""because one day, i'll leave you a phantom to lead you in the summer to join the black parade"" when i was a young boy my father took me into the city to see a marching band he said, ""son, when you grow up would you be the savior of the broken the beaten and the damned?"" sometimes i get the feelin' she's watchin' over me and other times i feel like i should go and through it all, the rise and fall the bodies in the streets and when you're gone, we want you all to know we'll carry on, we'll carry on and though you're dead and gone, believe me your memory will carry on we'll carry on and in my heart, i can't contain it the anthem won't explain it a world that sends you reelin' from decimated dreams your misery and hate will kill us all so paint it black and take it back let's shout it loud and clear defiant to the end, we hear the call to carry on, we'll carry on and though you're dead and gone, believe me your memory will carry on we'll carry on and though you're broken and defeated your weary widow marches on and on, we carry through the fears oh, ah, ha disappointed faces of your peers oh, ah, ha take a look at me, 'cause i could not care at all do or die, you'll never make me because the world will never take my heart go and try, you'll never break me we want it all, we wanna play this part i won't explain or say i'm sorry i'm unashamed, i'm gonna show my scars give a cheer for all the broken listen here, because it's who we are just a man, i'm not a hero just a boy, who had to sing this song just a man, i'm not a hero i don't care we'll carry on, we'll carry on and though you're dead and gone, believe me your memory will carry on you'll carry on and though you're broken and defeated your weary widow marches, oh do or die, you'll never make me because the world will never take my heart go and try, you'll never break me we want it all, we wanna play this part (we'll carry on) do or die, you'll never make me (we'll carry on) because the world will never take my heart (we'll carry on) go and try, you'll never break me (we'll carry on) we want it all, we wanna play this part (we'll carry on!)",2006,Rock,81,10475736,80.0,"[""7FBcuc1gsnv6Y1nwFtNRCb""]","[""emo"", ""pop punk""]",True
334,70L6nHORQsblY813yNqUR3,Cherry Waves,Saturday Night Wrist,"[""Deftones""]",0.47,0.859,2,-3.663,1,0.0537,0.0003619999999999,0.00691,0.142,0.17,124.01,317707,"a sea of waves we hug the same plank (saw your end) just as i'd rehearsed over in my brain (saw your end) the waves suck you in and you drown if like, you should sink down beneath i'll swim down, would you? you? ♪ you hang the anchors over my neck (saw your end) i liked it at first, but the more you laughed the crazier i came the waves suck you in then you drown if like, you should sink down beneath i'll swim down with you is that what you want? you is that what you want? wave wave inside ♪ if like, you should stay down beneath i'll swim down would you? is that what you want? would you? is that what you want? with you? you escape below ♪ escape below",2006,Rock,80,8004246,83.0,"[""6Ghvu1VvMGScGpOUJBAHNH""]","[""alternative metal"", ""nu metal"", ""rap metal"", ""rock"", ""shoegaze""]",True
356,10Nmj3JCNoMeBQ87uw5j8k,Dani California,Stadium Arcadium,"[""Red Hot Chili Peppers""]",0.556,0.913,0,-2.36,1,0.0437,0.0193,9e-06,0.346,0.73,96.184,282160,"gettin' born in the state of mississippi papa was a copper and mama was a hippie in alabama she would swing a hammer price you gotta pay when you break the panorama she never knew that there was anything more than poor what in the world? what does your company take me for? black bandana, sweet louisiana robbin' on a bank in the state of indiana she's a runner, rebel and a stunner on her merry way sayin' baby whatcha gonna? lookin' down the barrel of a hot metal forty-five just another way to survive california, rest in peace simultaneous release california, show your teeth she's my priestess, i'm your priest yeah, yeah she's a lover, baby and a fighter shoulda seen her coming when it got a little brighter with a name like dani california day was gonna come when i was gonna mourn ya a little loaded, she was stealin' another breath i loved my baby to death california, rest in peace simultaneous release california, show your teeth she's my priestess, i'm your priest, yeah, yeah who knew the other side of you? who knew what others died to prove? too true to say goodbye to you too true to say, say, say push the fader, gifted animator one for the now and eleven for the later never made it up to minnesota north dakota man was a-gunnin' for the quota down in the badlands she was savin' the best for last it only hurts when i laugh gone too fast! california, rest in peace simultaneous release california, show your teeth she's my priestess, i'm your priest, yeah, yeah california, rest in peace simultaneous release california, show your teeth she's my priestess, i'm your priest, yeah, yeah",2006,Rock,80,23541073,85.0,"[""0L8ExT028jH3ddEcZwqJJ5""]","[""alternative rock"", ""funk rock"", ""rock""]",True
