index,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres,is_valid_lyrics
47,2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,The Blueprint 3,"[""JAY-Z"", ""Alicia Keys""]",0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,276920,"yeah, yeah, i'ma up at brooklyn, now i'm down in tribeca right next to de niro, but i'll be hood forever i'm the new sinatra, and since i made it here i can make it anywhere, yeah, they love me everywhere i used to cop in harlem, all of my dominicanos right there up on broadway, brought me back to that mcdonald's took it to my stash spot, 560 state street catch me in the kitchen like a simmons whipping pastry cruising down 8th street, off-white lexus driving so slow, but bk is from texas me, i'm up at bed-stuy, home of that boy biggie now i live on billboard, and i brought my boys with me say what up to ty ty, still sipping mai tai sitting courtside, knicks and nets give me high fives nigga, i be spiked out, i can trip a referee tell by my attitude that i am most definitely from in new york, concrete jungle where dreams are made, oh there's nothing you can't do, now you're in new york these streets will make you feel brand new big lights will inspire you, let's hear it for new york new york, new york (i made you hot, nigga) catch me at the x with og at a yankee game shit, i made the yankee hat more famous than a yankee can you should know i bleed blue, but i ain't a crip though but i got a gang of niggas walking with my clique, though welcome to the melting pot, corners where we selling rock afrika bambaataa shit, home of the hip hop yellow cab, gypsy cab, dollar cab, holla back for foreigners that ain't fifty, they act like they forgot how to act eight million stories out there, and they're naked cities is a pity, half of y'all won't make it me, i gotta plug, special ed ""i got it made"" if jeezy payin' lebron, i'm paying dwyane wade three dice, cee-lo, three-card monte labor day parade, rest in peace, bob marley statue of liberty, long live the world trade long live the king, yo, i'm from the empire state that's in new york, concrete jungle where dreams are made, oh there's nothing you can't do, now you're in new york these streets will make you feel brand new big lights will inspire you, let's hear it for new york new york, new york lights is blinding, girls need blinders so they can step out of bounds quick the sidelines is blind with casualties who sipping life casually, then gradually become worse don't bite the apple, eve, caught up in the in crowd now you're in style, end of the winter gets cold en vogue with your skin out, the city of sin is a pity on a whim good girls gone bad, the cities filled with them mommy took a bus trip, now she got her bust out everybody ride her just like a bus route hail mary to the city, you're a virgin and jesus can't save you, life starts when the church ends came here for school, graduated to the high life ball players, rap stars addicted to the limelight mdma got you feeling like a champion the city never sleeps, better slip you an ambien in new york, concrete jungle where dreams are made of there's nothing you can't do, now you're in new york these streets will make you feel brand new big lights will inspire you, let's hear it for new york new york, new york one hand in the air for the big city street lights, big dreams all looking pretty no place in the world that can compare put your lighters in the air, everybody say yeah, yeah, yeah, yeah in new york, concrete jungle where dreams are made, oh there's nothing you can't do, now you're in new york these streets will make you feel brand new big lights will inspire you, let's hear it for new york new york, new york",2009,Hip-Hop,86,23638140,83.0,"[""3nFkdlSjzX9mRTtwJOzDYB"", ""3DiDSECUqqY1AuBP8qtaIa""]","[""east coast hip hop"", ""hip hop"", ""neo soul"", ""r&b"", ""rap""]",True
55,0SiywuOBRcynK0uKGWdCnn,Bad Romance,The Fame Monster (Deluxe Edition),"[""Lady Gaga""]",0.6960000000000001,0.921,0,-3.755,1,0.0363,0.00314,5.2e-05,0.0842,0.714,119.001,294573,"oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh caught in a bad romance oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh caught in a bad romance rah, rah-ah-ah-ah roma, roma-ma gaga, ooh-la-la want your bad romance rah, rah-ah-ah-ah roma, roma-ma gaga, ooh-la-la want your bad romance i want your ugly, i want your disease i want your everything as long as it's free i want your love love, love, love, i want your love (hey) i want your drama, the touch of your hand (hey) i want your leather-studded kiss in the sand i want your love love, love, love, i want your love (love, love, love) (i want your love) you know that i want you and you know that i need you i want it bad, your bad romance i want your love, and i want your revenge you and me could write a bad romance (oh-oh-oh-oh-oh) i want your love and all your lover's revenge you and me could write a bad romance oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh caught in a bad romance oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh caught in a bad romance rah, rah-ah-ah-ah roma, roma-ma gaga, ooh-la-la want your bad romance i want your horror, i want your design 'cause you're a criminal as long as you're mine i want your love love, love, love, i want your love i want your psycho, your vertigo shtick (hey) want you in my rear window, baby, you're sick i want your love love, love, love, i want your love (love, love, love) (i want your love) you know that i want you and you know that i need you ('cause i'm a free bitch, baby) i want it bad, your bad romance i want your love, and i want your revenge you and me could write a bad romance (oh-oh-oh-oh-oh) i want your love and all your lover's revenge you and me could write a bad romance oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh caught in a bad romance oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh caught in a bad romance rah, rah-ah-ah-ah roma, roma-ma gaga, ooh-la-la want your bad romance rah, rah-ah-ah-ah roma, roma-ma gaga, ooh-la-la want your bad romance walk, walk, fashion baby work it, move that bitch crazy walk, walk, fashion baby work it, move that bitch crazy walk, walk, fashion baby work it, move that bitch crazy walk, walk, passion baby work it, i'm a free bitch, baby i want your love, and i want your revenge i want your love, i don't wanna be friends j'veux ton amour, et je veux ta revanche j'veux ton amour, i don't wanna be friends (oh-oh-oh-oh-oh, oh-oh-oh-oh) no, i don't wanna be friends (oh-oh-oh, caught in a bad romance) i don't wanna be friends (oh-oh-oh-oh-oh, oh-oh-oh-oh) want your bad romance (oh-oh-oh) caught in a bad romance want your bad romance i want your love, and i want your revenge you and me could write a bad romance (oh-oh-oh-oh-oh) i want your love and all your lover's revenge you and me could write a bad romance oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh (want your bad romance) caught in a bad romance (want your bad romance) oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh (want your bad romance) caught in a bad romance rah, rah-ah-ah-ah roma, roma-ma gaga, ooh-la-la want your bad romance",2009,Pop,86,43484481,90.0,"[""1HY2Jd0NmPuamShAr6KMms""]","[""art pop"", ""pop""]",True
177,2UREu1Y8CO4jXkbvqAtP7g,Monster,Awake,"[""Skillet""]",0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.6920000000000001,134.992,178013,"the secret side of me i never let you see i keep it caged, but i can't control it so stay away from me the beast is ugly i feel the rage and i just can't hold it it's scratchin on the walls in the closet, in the halls it comes awake and i can't control it hidin under the bed in my body, in my head why won't somebody come and save me from this? make it end i feel it deep within it's just beneath the skin i must confess that i feel like a monster i hate what i've become the nightmare's just begun i must confess that i feel like a monster i, i feel like a monster i, i feel like a monster my secret side i keep hid under lock and key i keep it caged, but i can't control it 'cause if i let him out he'll tear me up, break me down why won't somebody come and save me from this? make it end i feel it deep within it's just beneath the skin i must confess that i feel like a monster i hate what i've become the nightmare's just begun i must confess that i feel like a monster i feel it deep within it's just beneath the skin i must confess that i feel like a monster i, i feel like a monster i, i feel like a monster it's hidin in the dark it's teeth are razor sharp there's no escape for me it wants my soul, it wants my heart no one can hear me scream maybe it's just a dream or maybe it's inside of me stop this monster i feel it deep within it's just beneath the skin i must confess that i feel like a monster i hate what i've become the nightmare's just begun i must confess that i feel like a monster i feel it deep within it's just beneath the skin i must confess that i feel like a monster i gotta lose control is something radical i must confess that i feel like a monster i, i feel like a monster i, i feel like a monster i, i feel like a monster i, i feel like a monster",2009,Rock,83,6002114,77.0,"[""49bzE5vRBRIota4qeHtQM8""]","[""christian"", ""christian alternative rock"", ""christian rock""]",True
185,7JIuqL4ZqkpfGKQhYlrirs,The Only Exception,Brand New Eyes,"[""Paramore""]",0.452,0.5630000000000001,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,267653,"when i was younger, i saw my daddy cry and curse at the wind he broke his own heart and i watched as he tried to reassemble it and my momma swore that she would never let herself forget and that was the day that i promised i'd never sing of love if it does not exist but darling, you are the only exception you are the only exception you are the only exception you are the only exception maybe i know somewhere deep in my soul that love never lasts and we've got to find other ways to make it alone or keep a straight face and i've always lived like this keeping a comfortable distance and up until now i had sworn to myself that i'm content with loneliness because none of it was ever worth the risk but you are the only exception you are the only exception you are the only exception you are the only exception i've got a tight grip on reality but i can't let go of what's in front of me here i know you're leaving in the morning when you wake up leave me with some kind of proof it's not a dream you are the only exception you are the only exception you are the only exception you are the only exception you are the only exception you are the only exception you are the only exception you are the only exception and i'm on my way to believing oh, and i'm on my way to believing",2009,Pop,83,9956387,81.0,"[""74XFHRwlV6OrjEM0A2NCMF""]","[""emo"", ""pop punk""]",True
281,6cmm1LMvZdB5zsCwX5BjqE,Down,All Or Nothing,"[""Jay Sean"", ""Lil Wayne""]",0.727,0.68,2,-4.498,1,0.0286,0.0101,0.0,0.0821,0.728,132.012,212507,"baby, are you down, down, down, down, down? down, down even if the sky is falling down down, down (ooh, ooh) you oughta know tonight is the night to let it go put on a show i wanna see how you lose control so leave it behind 'cause we have a night to get away so come on, and fly with me as we make our great escape so baby, don't worry, you are my only you won't be lonely even if the sky is falling down you'll be my only, no need to worry baby, are you down, down, down, down, down? down, down baby, are you down, down, down, down, down? down, down even if the sky is falling down just let it be come on, and bring your body next to me i'll take you away, ayy turn this place into our private get-away so leave it behind 'cause we have a night to get away so come on, and fly with me as we make our great escape so why don't we run away? baby, don't worry, you are my only (oh) you won't be lonely (no) even if the sky is falling down you'll be my only (yeah), no need to worry (no) baby, are you down, down, down, down, down? down, down baby, are you down, down, down, down, down? down, down (ooh, down) even if the sky is falling down down like she 'posed to be, she gets down low for me down like her temperature, 'cause to me, she zero degrees she cold, over freeze, i got that girl from overseas now, she's my miss america, now, can i be her soldier, please? i'm fighting for this girl on a battlefield of love don't it look like baby cupid sent her arrows from above? don't you ever leave the side of me, indefinitely, not probably and honestly, i'm down like the economy, hey baby, don't worry, you are my only you won't be lonely even if the sky is falling down you'll be my only, no need to worry baby, are you down, down, down, down, down? (and the sky is falling down) down (down), down baby, are you down, down, down, down, down? (ooh) down, down (no, and the sky is falling down) even if the sky is falling down ooh, no, and the sky is falling down",2009,Hip-Hop,81,20392866,78.0,"[""4pADjHPWyrlAF0FA7joK2H"", ""55Aa2cqylxrFIXC767Z865""]","[""hip hop"", ""rap""]",True
332,1x075F39Q0zOhjPzPKgG8E,Baby By Me,Before I Self-Destruct,"[""50 Cent"", ""Ne-Yo""]",0.611,0.8270000000000001,0,-4.665,0,0.0876,0.0045,0.0132,0.0283,0.355,190.058,213360,"have a baby by me, baby be a millionaire have a baby by me, baby be a millionaire have a baby by me, baby be a millionaire be a millionaire, be a, be a millionaire have a baby by me, baby be a millionaire have a baby by me, baby be a millionaire have a baby by me, baby be a millionaire be a millionaire, be a, be a millionaire i don't play no games (i don't play no games) so when i'm in that thang (when i'm in that thang) come see what i mean (see what i mean) see what i mean, oh (see what i mean) i said little mama put me on (baby put me on) bet i'll have you gone (bet i'll have you gone) come see what i mean (see what i mean) see what i mean (see what i mean) come see what i mean, come on first it's her neck, yeah then her back me i'm a freak, i get into all that girl i perform for ya, like a porno star 'til ya had enough then i just need a little bit more new music new move new position new erotic sounds is goin' down, now listen i can hear your heartbeat, you're sweatin' i can paint a perfect picture i get deeper and deeper, i told ya i'll get ya i'd work that, murk that, just the way ya like it baby turn a quickie into an all-nighter maybe your sex drive it match my sex drive then we be movin' as fast as a nascar ride switch gears slow down, go down, whoa now you can feel every inch of it when we intimate i use my tongue baby, i'll leave you sprung baby i had ya head spinnin' sayin' 50 so crazy i don't play no games (i don't play no games) so when i'm in that thang (when i'm in that thang) come see what i mean (see what i mean) see what i mean, oh (see what i mean) said little mama put me on (baby put me on) bet i'll have you gone (bet i'll have you gone) come see what i mean (see what i mean) see what i mean (see what i mean) come see what i mean, come see what i mean have a baby by me, baby be a millionaire (oh) have a baby by me, baby be a millionaire (come see what i mean) have a baby by me, baby be a millionaire (owww) be a millionaire, be a, be a millionaire (lil' mama come see what i mean) have a baby by me, baby be a millionaire (oh) have a baby by me, baby be a millionaire (come see what i mean) have a baby by me, baby be a millionaire (oww) be a millionaire, be a, be a millionaire girl i want you to give me what you got and give me more baby you can start on top or all-fours you know i like it, when you get in to it don't nobody do it, uh, like i do it feel the rush, from my touch, get intoxicated drunk off my love, call it hennesey thug passion, you laughin', i can make you smile on the regular tell me what you want, shorty, that's what i'ma get ya yeah, i need you to be what i need, more than liquor or weed i need you to maybe give me a seed i need you to give me reason to breathe i need you, i'm tellin' this so you know what i need i'll be your part-time or full-time lover, significant other don't matter which way it go, i'm oh so gutta girl you could get it however you wan' get it i'm feelin' you, still feelin' you right now, get it, i'm wid' it i don't play no games (i don't play no games) so when i'm in that thang (when i'm in that thang) come see what i mean (see what i mean) see what i mean, oh (see what i mean) said lil' mama put me on (baby put me on) bet i'll have you gone (bet i'll have you gone) come see what i mean (see what i mean) see what i mean (see what i mean) come see what i mean, come see what i mean have a baby by me, baby be a millionaire have a baby by me, baby be a millionaire have a baby by me, baby be a millionaire be a millionaire, be a, be a millionaire have a baby by me, baby be a millionaire have a baby by me, baby be a millionaire have a baby by me, baby be a millionaire be a millionaire, be a, be a millionaire have a baby by me, baby be a millionaire have a baby by me, baby be a millionaire have a baby by me, baby be a millionaire be a millionaire, be a, be a millionaire",2009,Hip-Hop,80,29860204,84.5,"[""3q7HBObVc0L8jNeTe5Gofh"", ""21E3waRsmPlU7jZsS13rcj""]","[""east coast hip hop"", ""old school hip hop""]",True
342,1NhPKVLsHhFUHIOZ32QnS2,Secrets,Waking Up,"[""OneRepublic""]",0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693,"i need another story something to get off my chest my life gets kinda boring need something that i can confess 'til all my sleeves are stained red from all the truth that i've said come by it honestly i swear thought you saw me wink, no i've been on the brink so tell me what you want to hear something that will light those ears i'm sick of all the insincere so i'm gonna give all my secrets away this time don't need another perfect lie don't care if critics ever jump in line i'm gonna give all my secrets away my god, amazing how we got this far it's like we're chasing all those stars who's driving shiny big black cars and every day i see the news all the problems that we could solve and when a situation rises just write it into an album send it straight to gold but i don't really like my flow, no so tell me what you want to hear something that will light those ears i'm sick of all the insincere so i'm gonna give all my secrets away this time don't need another perfect lie don't care if critics ever jump in line i'm gonna give all my secrets away ooh got no reason, got no shame got no family i can blame just don't let me disappear i'ma tell you everything so tell me what you want to hear something that'll light those ears i'm sick of all the insincere so i'm gonna give all my secrets away this time don't need another perfect lie don't care if critics ever jump in line i'm gonna give all my secrets away so tell me what you want to hear something that'll light those ears i'm sick of all the insincere so i'm gonna give all my secrets away this time don't need another perfect lie don't care if critics ever jump in line i'm gonna give all my secrets away all my secrets away all my secrets away",2009,Pop,80,18912041,83.0,"[""5Pwc4xIPtQLFEnJriah9YJ""]","[""soft pop""]",True
375,1Bv3h7Vc4AaYA2BcSM3rVd,All I Wanted,Brand New Eyes,"[""Paramore""]",0.494,0.723,6,-4.559,0,0.0441,0.0192,0.0322,0.134,0.152,144.036,225787,"think of me when you're out, when you're out there i'll beg you nice from my knees and when the world treats you way too fairly well, it's a shame i'm a dream all i wanted was you all i wanted was you i think i'll pace my apartment a few times and fall asleep on the couch and wake up early to black and white reruns that escaped from my mouth, oh, oh all i wanted was you all i wanted was you all i wanted was you all i wanted was you i could follow you to the beginning just to relive the start and maybe then we'll remember to slow down and all of our favorite parts all i wanted was you all i wanted was you all i wanted was you all i wanted was you all i wanted was you",2009,Pop,80,9956387,81.0,"[""74XFHRwlV6OrjEM0A2NCMF""]","[""emo"", ""pop punk""]",True
377,7rl7ao5pb9BhvAzPdWStxi,Telephone,The Fame Monster (Deluxe Edition),"[""Lady Gaga"", ""Beyonc\u00e9""]",0.8250000000000001,0.8320000000000001,5,-5.862,0,0.0403,0.00587,0.0007329999999999,0.114,0.713,122.021,220627,"hello, hello, baby, you called? i can't hear a thing i have got no service in the club, you say, say, say? wha-wha-what did you say, huh? you're breakin' up on me sorry, i cannot hear you, i'm kinda busy (i'm kinda busy) k-kinda busy (i'm kinda busy), k-kinda busy (i'm kinda busy) sorry, i cannot hear you, i'm kinda busy just a second, it's my favorite song they're gonna play (play) and i cannot text you with a drink in my hand, eh you should've made some plans with me, you knew that i was free and now you won't stop callin' me, i'm kinda busy stop callin', stop callin', i don't wanna think anymore i left my head and my heart on the dance floor stop callin', stop callin', i don't wanna talk anymore i left my head and my heart on the dance floor eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (stop telephonin' me) stop telephonin' me! eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (i'm busy) i'm busy! eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (stop telephonin' me) stop telephonin' me, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (i'm busy) can call all you want but there's no one home and you're not gonna reach my telephone (no) 'cause i'm out in the club and i'm sippin' that bub and you're not gonna reach my telephone (no) can call all you want but there's no one home and you're not gonna reach my telephone 'cause i'm out in the club and i'm sippin' that bub and you're not gonna reach my telephone boy, the way you blowin' up my phone won't make me leave no faster put my coat on faster, leave my girls no faster i should've left my phone at home 'cause this is a disaster callin' like a collector sorry, i cannot answer it's not that i don't like you, i'm just at a party and i am sick and tired of my phone r-ringin' sometimes i feel like i live in grand central station (station) tonight i'm not takin' no calls, 'cause i'll be dancin' ('cause tonight i'm dancin') 'cause i'll be dancin' ('cause tonight i'm dancin') 'cause i'll be dancin' ('cause tonight i'm dancin') tonight i'm not takin' no calls, 'cause i'll be dancin' stop callin', stop callin', i don't wanna think anymore i left my head and my heart on the dance floor stop callin', stop callin', i don't wanna talk anymore i left my head and my heart on the dance floor stop callin', stop callin', i don't wanna think anymore i left my head and my heart on the dance floor stop callin', stop callin', i don't wanna talk anymore i left my head and my heart on the dance floor eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (stop telephonin' me) stop telephonin' me! eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (i'm busy) i'm busy! eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (stop telephonin' me) stop telephonin' me, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (i'm busy) can call all you want but there's no one home and you're not gonna reach my telephone 'cause i'm out in the club and i'm sippin' that bub and you're not gonna reach my telephone can call all you want but there's no one home and you're not gonna reach my telephone 'cause i'm out in the club and i'm sippin' that bub and you're not gonna reach my telephone (darkchild) my telephone, m-m-my telephone 'cause i'm out in the club and i'm sippin' that bub and you're not gonna reach my telephone my telephone, m-m-my telephone 'cause i'm out in the club and i'm sippin' that bub and you're not gonna reach my telephone we're sorry- (we're sorry) the number you have reached (is not in service at this time) please check the number or try your call again",2009,Pop,80,85100854,88.0,"[""1HY2Jd0NmPuamShAr6KMms"", ""6vWDO969PvNqNYHIOW5v0m""]","[""art pop"", ""pop""]",True
378,7LR85XLWw2yXqKBSI5brbG,Run This Town,The Blueprint 3,"[""JAY-Z"", ""Rihanna"", ""Kanye West""]",0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844,267520,"[intro: rihanna & jay z] feel it comin' in the air (yeah) hear the screams from everywhere (yeah) i'm addicted to the thrill (i'm ready) it's a dangerous love affair (what's up? come on) can't be scared when it goes down got a problem, tell me now (what's up?) only thing that's on my mind (what's up?) is who's gon' run this town tonight (ah, what's up?) is who's gon' run this town tonight (yeah, what's up? yeah) we gon' run this town [verse 1: jay z] we are, yeah, i said it, we are this is roc nation, pledge your allegiance get your fatigues on, all black everything black cards, black cars, all black everything and our girls are blackbirds ridin' with they dillingers i get more in depth if you boys really real enough this is la familia, i'll explain later but for now, let me get back to this paper i'm a couple bands down and i'm tryin' to get back i gave doug a grip and lost a flip for five stacks yeah, i'm talkin' 5 comma, 6 zeros, dot zero, here doug back to runnin' circles round niggas, now we squared up hold up see upcoming rap shows get tickets for your favorite artists you might also like heaven niall horan a&w lana del rey the heart part 6 drake [chorus: rihanna & jay z] life's a game, but it's not fair (yeah) i break the rules, so i don't care (uh-huh) so i keep doin' my own thang walkin' tall against the rain (what's up?) victory's within the mile almost there, don't give up now (what's up?) only thing that's on my mind (what's up?) is who's gon' run this town tonight (uh, yeah) hey, hey, hey, hey (what's up?) who's gon' run this town tonight? [verse 2: jay z] we are, yeah, i said it: we are you can call me caesar in a dark caesar please follow the leader, so eric b we are microphone fiend, this the return of the god peace, god, ah ah, it ain't no nobody fresher i'm in maison, ah, martin margiela on the table, screamin', ""fuck the other side, they jealous"" we got a banquette full of broads, they got a table full of fellas yeah, and they ain't spendin' no cake they should throw their hand in 'cause they ain't got no spades yeah, my whole team got dough so my banquette is lookin' like millionaires' row [chorus: rihanna] life's a game, but it's not fair i break the rules, so i don't care so i keep doin' my own thang walkin' tall against the rain victory's within the mile almost there, don’t give up now only thing that's on my mind is who's gon' run this town tonight hey, hey, hey, hey who's gon' run this town tonight? [verse 3: kanye west & jay-z] it's crazy how you can go from bein' joe blow to everybody on your dick, no homo i bought my whole family whips, no volvos next time i'm in church, please, no photos police escorts, everybody passports this the life that everybody ask for this the fast life, we are on a crash course what you think i rap for, to push a fuckin' rav4? but i know that if i stay stunting all these girls only gon' want one thing i can spend my whole life good will hunting only good gon' come is this good when i'm cumming she got a ass that'll swallow up a g-string and up top, uh, two bee stings and i'm beasting off the riesling and my nigga just made it out the precinct we give a damn about the drama that your dude bring i'm just tryin' to change the color on your mood ring reebok, baby, you need to try some new things have you ever had shoes without shoe strings? ""what's that, ye?"" ""baby, these heels"" ""is that a may— what?!"" ""baby, these wheels"" you trippin' when you ain't sippin', have a refill you feelin' like you runnin', huh? now you know how we feel (what’s up?) [outro: jay z & rihanna] hey, hey (yeah, yeah) hey, hey (what’s up?) hey, hey hey, we gon' run this town tonight what’s up?",2009,Hip-Hop,80,112384578,90.0,"[""3nFkdlSjzX9mRTtwJOzDYB"", ""5pKCCKE2ajJHZ9KAiaK11H"", ""5K4W6rqBFWDnAN6FQUkS6x""]","[""east coast hip hop"", ""hip hop"", ""rap""]",True
