,Unnamed: 0,index,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres,is_valid_lyrics,valence_norm,lyric_sentiment,alignment_gap
0,0,84,3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),Planet Her,"[""Doja Cat"", ""SZA""]",0.764,0.705,8,-3.463,1,0.0284,0.259,8.920000000000001e-05,0.12,0.781,110.97,208667,"we hug and, yes, we make love and always just say, ""goodnight"" (la-la-la, la-la-la) and we cuddle, sure, i do love it but i need your lips on mine (can you kiss me more?) we're so young, boy, we ain't got nothing to lose, uh-oh (it's just principle) baby, hold me 'cause i like the way you groove, uh-oh boy, you write your name, i can do the same oh, i love the taste, la-la-la, la-la all on my tongue, i want it (la-la-la, la-la) boy, you write your name, i can do the same oh, i love the taste, la-la-la, la-la all on my tongue, i want it (la-la-la, la-la) i, i feel like cuffing something but we can be corny, okay sugar, i ain't no dummy-dummy i like to say, ""what if?"" but if we could kiss and just cut the rubbish then i might be on to something i ain't giving you one in public i'm giving you hundreds, come get something we just gotta get into sign first, middle, last, on the wisdom tooth and they wishing that the cookie was a kissing booth taste breakfast, lunch, and gin, and juice and that dinner just like dessert too and when we french, refresh, gimme two when i bite that lip, come get me too he want lipstick, lip-gloss, hickeys too, huh (can you kiss me more?) we're so young, boy, we ain't got nothing to lose, uh-oh (it's just principle) baby, hold me 'cause i like the way you groove, uh-oh boy, you write your name, i can do the same oh, i love the taste, la-la-la, la-la all on my tongue, i want it (la-la-la, la-la) boy, you write your name, i can do the same oh, i love the taste, la-la-la, la-la all on my tongue, i want it (la-la-la, la-la) say, give me a buck, need that gushy stuff push your limit, no, you ain't good enough all your fellas say that you lost without me all my shawties feel like i dodged the county cuffin' with you feel like jail, buddy i can't even exhale, buddy cookie like holy grail, you know that you gon' make me need bail, you know that caught dipping with your friend you ain't even half, man, lying on your-, you know that got me a bag full of brick, you know that control, don't slow the pace if i throw back all this cash for real (all this cash) drama make you feel (make you feel) fantasy and whip appeal is all i can give you (can you kiss me more?) we're so young, boy, we ain't got nothing to lose, uh-oh (it's just principle) baby, hold me 'cause i like the way you groove, uh-oh oh, darling boy, you write your name, i can do the same ooh, i love the taste, oh-la-la-la-la-la all on my tongue, i want it boy, you write your name, i can do the same ooh, i love the taste, oh-la-la-la-la-la all on my tongue, i want it",2021,R&B,85,69279966,89.0,"[""5cj0lLjcoR7YOSnhnX0Po5"", ""7tYKF4w9nC0nq9CsPZTHyP""]","[""r&b""]",True,0.562,0.999,0.4369999999999999
1,1,87,7EkWXAI1wn8Ii883ecd9xr,Freaks,Freaks,"[""Surf Curse""]",0.345,0.941,9,-9.918,1,0.0466,3.8e-05,0.633,0.0511,0.407,179.626,147062,"don't kill me just help me run away from everyone i need a place to stay where i can cover up my face don't cry i am just a freak! i am just a freak! i am just a freak! i am just a freak! my head is filled with parasites black holes cover up my eyes i dream of you almost every night hopefully, i won't wake up this time i won't wake up this time! i won't wake up this time! i won't wake up this time!",2021,Pop,85,1798230,70.0,"[""1gl0S9pS0Zw0qfa14rDD3D""]","[""indie""]",True,-0.186,0.4582,0.6442000000000001
2,2,120,1ShRHPAiiIrh0arZbSFmx1,Heavy,CINEMA,"[""The Mar\u00edas""]",0.76,0.413,0,-8.395,1,0.0307,0.326,0.745,0.0601,0.733,96.999,253213,"i'm heavy i'm by your side forget me 'cause i know what i need like a loser like me could be fine i'm heavy alone inside don't tell me what i want, what i need like a loser like me will be fine maybe i'm living in my head maybe i'm living to pretend maybe i wanna stay in bed far from the weight of the world in my hands 'cause they don't understand is someone telling me don't get in the water? what have i done? i don't wanna get lost inside the color under my tongue 'cause i don't wanna be in love with another even in another life can someone tell me it's alright to be covered underneath the covers? but i no, i don't need to sleep anymore is someone banging at my door? when i just wanna be alone? is someone banging at my door? je ne sais pas qui est ici is someone banging at my door when i just wanna be alone is someone banging at my door, door, door, door? door, door, door, door, at my door is someone banging at my door? 'cause i just wanna be alone yeah, i just wanna be alone (i just wanna be alone) (yeah, i just wanna be alone) (i just wanna be alone)",2021,Pop,84,4120323,85.0,"[""2sSGPbdZJkaSE2AbcGOACx""]","[""bedroom pop""]",True,0.4659999999999999,-0.7832,-1.2492
3,3,152,46IZ0fSY2mpAiktS3KOqds,Easy On Me,30,"[""Adele""]",0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,"there ain't no gold in this river that i've been washin' my hands in forever i know there is hope in these waters but i can't bring myself to swim when i am drowning in this silence baby, let me in go easy on me, baby i was still a child didn't get the chance to feel the world around me i had no time to choose what i chose to do so go easy on me there ain't no room for things to change when we are both so deeply stuck in our ways you can't deny how hard i've tried i changed who i was to put you both first but now i give up go easy on me, baby i was still a child didn't get the chance to feel the world around me had no time to choose what i chose to do so go easy on me i had good intentions and the highest hopes but i know right now it probably doesn't even show go easy on me, baby i was still a child i didn't get the chance to feel the world around me i had no time to choose what i chose to do so go easy on me",2021,Pop,83,67751201,85.0,"[""4dpARuHxo51G3z768sgnrY""]","[""soft pop""]",True,-0.74,0.9765,1.7165
4,4,180,4cktbXiXOapiLBMprHFErI,Memories,JORDI (Deluxe),"[""Maroon 5""]",0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,189486,"here's to the ones that we got cheers to the wish you were here, but you're not 'cause the drinks bring back all the memories of everything we've been through toast to the ones here today toast to the ones that we lost on the way 'cause the drinks bring back all the memories and the memories bring back, memories bring back you there's a time that i remember, when i did not know no pain when i believed in forever, and everything would stay the same now my heart feel like december when somebody say your name 'cause i can't reach out to call you, but i know i will one day, yeah everybody hurts sometimes everybody hurts someday, ayy-ayy but everything gon' be alright go and raise a glass and say, ayy here's to the ones that we got cheers to the wish you were here, but you're not 'cause the drinks bring back all the memories of everything we've been through toast to the ones here today toast to the ones that we lost on the way 'cause the drinks bring back all the memories and the memories bring back, memories bring back you doo-doo, doo-doo-doo doo-doo-doo, doo-doo-doo doo-doo-doo, doo-doo memories bring back, memories bring back you there's a time that i remember when i never felt so lost when i felt all of the hatred was too powerful to stop (ooh, yeah) now my heart feel like an ember and it's lighting up the dark i'll carry these torches for ya and you know i'll never drop, yeah everybody hurts sometimes everybody hurts someday, ayy-ayy but everything gon' be alright go and raise a glass and say, ayy here's to the ones that we got (oh-oh) cheers to the wish you were here, but you're not 'cause the drinks bring back all the memories of everything we've been through (no, no) toast to the ones here today (ayy) toast to the ones that we lost on the way 'cause the drinks bring back all the memories (ayy) and the memories bring back, memories bring back you doo-doo, doo-doo-doo doo-doo-doo, doo-doo-doo doo-doo-doo, doo-doo memories bring back, memories bring back you doo-doo, doo-doo-doo doo-doo-doo, doo-doo-doo doo-doo-doo, doo-doo (ooh, yeah) memories bring back, memories bring back you yeah, yeah, yeah yeah, yeah, yeah, yeah, yeah, no, no memories bring back, memories bring back you",2021,Pop,83,46281947,88.0,"[""04gDigrS5kc9YWfZHwBETP""]","[""pop""]",True,0.1899999999999999,0.9833,0.7933
5,5,206,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),"[""Elton John"", ""Dua Lipa"", ""PNAU""]",0.796,0.798,1,-6.312,1,0.0317,0.034,4.2e-05,0.0952,0.942,116.032,202735,"(oh) (you're my cold heart) (oh) it's a human sign when things go wrong when the scent of her lingers and temptation's strong cold, cold heart hard done by you some things looking better, baby just passing through (oh, no, no, no, no) and i think it's gonna be a long, long time 'til touchdown brings me 'round again to find i'm not the man they think i am at home oh, no, no, no and this is what i should have said well, i thought it but i kept it hid cold, cold heart hard done by you something's looking better, baby just passing through (oh, no, no, no, no) and i think it's gonna be a long, long time 'til touchdown brings me 'round again to find i'm not the man they think i am at home oh, no, no, no (no, no, no, no) and this is what i should have said well, i thought it but i kept it hid cold, cold heart hard done by you some things looking better, baby just passing through (oh, no, no, no, no) and i think it's gonna be a long, long time 'til touchdown brings me 'round again to find i'm not the man they think i am at home oh, no, no, no (no, no, no, no) and this is what i should have said ('til touchdown brings me 'round again to find) well, i thought it but i kept it hid (no, no, no, no) shoorah (oh), shoorah shoorah, shoorah oh, no, no, no, no",2021,Pop,82,63304652,81.33333333333333,"[""3PhoLpVuITZKcymswpck5b"", ""6M2wZ9GZgrQXHCFfjv46we"", ""6n28c9qs9hNGriNa72b26u""]","[""pop""]",True,0.8839999999999999,0.9648,0.0808000000000001
6,6,210,3rmo8F54jFF8OgYsqTxm5d,Bad Habits,=,"[""Ed Sheeran""]",0.807,0.893,11,-3.745,0,0.0347,0.0451,2.8e-05,0.366,0.537,126.011,230747,"one, two, three, four ooh-ooh, ooh-ooh-ooh every time you come around, you know i can't say no every time the sun goes down, i let you take control i can feel the paradise before my world implodes and tonight had something wonderful my bad habits lead to late nights endin' alone conversations with a stranger i barely know swearin' this will be the last, but it probably won't i got nothin' left to lose, or use, or do my bad habits lead to wide eyes stare into space and i know i'll lose control of the things that i say yeah, i was lookin' for a way out, now i can't escape nothin' happens after two, it's true it's true, my bad habits lead to you ooh-ooh, ooh-ooh-ooh my bad habits lead to you ooh-ooh, ooh-ooh-ooh my bad habits lead to you every pure intention ends when the good times start fallin' over everything to reach the first time's spark it started under neon lights, and then it all got dark i only know how to go too far my bad habits lead to late nights endin' alone conversations with a stranger i barely know swearin' this will be the last, but it probably won't i got nothin' left to lose, or use, or do my bad habits lead to wide eyes stare into space and i know i'll lose control of the things that i say yeah, i was lookin' for a way out, now i can't escape nothin' happens after two, it's true it's true, my bad habits lead to you ooh-ooh, ooh-ooh-ooh my bad habits lead to you ooh-ooh, ooh-ooh-ooh we took the long way 'round and burned 'til the fun ran out, now my bad habits lead to late nights endin' alone conversations with a stranger i barely know swearin' this will be the last, but it probably won't i got nothin' left to lose, or use, or do my bad habits lead to wide eyes stare into space and i know i'll lose control of the things that i say yeah, i was lookin' for a way out, now i can't escape nothin' happens after two, it's true it's true, my bad habits lead to you ooh-ooh, ooh-ooh-ooh my bad habits lead to you ooh-ooh, ooh-ooh-ooh my bad habits lead to you",2021,Pop,82,123790754,90.0,"[""6eUKZXaKkcviH0Ku9w2n3V""]","[""soft pop""]",True,0.074,-0.9949,-1.0689000000000002
7,7,218,4qS2KPWvsQzLvRa9oCHw41,You (feat. Travis Scott),Life of a DON,"[""Don Toliver"", ""Travis Scott""]",0.782,0.528,1,-6.035,0,0.0532,0.409,7.890000000000001e-05,0.0999,0.389,117.977,213637,"it's crazy you couldn't get any better, baby (ooh, ooh) your lips taste like candy cane, do tell (ooh, ooh, ooh) you're my baby (yeah) so impatient, when i'm gone, you waitin' please, don't make me think of it like a game with a defense (yeah) you talk to me dirty i'm talkin' back like a reflex (oh-oh, oh-oh, oh-oh, oh-oh) i know you love to play games (ooh, ooh, ooh-ooh), but it ain't no recess around my town, they know my name (ah, ah, ah), i put it on jesus i booked your plane, to come my way i gotta meet ya starrin' in my musical, without no feature do me a favor (do me a favor), and call a nigga back (a nigga) i can't contain ya (i can't cont-) 'cause you've been in your bag (you been in your-) and hop in your safе (hop in your-) i'll make sure that you're bad (ooh, ooh) you ain't different (you ain't), i'll make sure you know that you're mine i (i), baby, don't lie (ooh, ooh) you ain't doin' alright (i) you ain't different, you, ooh-ooh, ooh you ain't different, think of throwing back back, back (woo) you ain't doin' alright you ain't different, you, ooh-ooh before i break up out this place, take a eighth, and levitate a lil' brown skin hurricane, a bay-bay, bring the wave tba for the time and the space, lock the day know you like to coordinate know it's good, see the hood in your face know you like to ride the wood wanna see you do it like we in the h body good, body great below the waist, real estate know you like to ride the wood wanna see you do it like we in the h please, don't make me think of it like a game with a defense (defense, defense) you talk to me dirty i'm talking back like a reflex (talkin' back like a-, like a-, talkin' back like a-, like a-) i know you love to play games, but it ain't no recess (recess, recess) around my town, they knowin' my name, i put it on jesus (jesus, jesus)",2021,Hip-Hop,82,49662606,89.5,"[""4Gso3d4CscCijv0lmajZWs"", ""0Y5tJX1MQlPlqiwlOH1tJY""]","[""rap""]",True,-0.2219999999999999,0.9974,1.2193999999999998
8,8,220,40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),Certified Lover Boy,"[""Drake"", ""Travis Scott""]",0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,291175,"i don't understand why you blame me just take me as i am, it's the same me we should be (yeah) senseless sight to see yeah senseless sight to see ayy feelin' young but they treat me like the og and they want the tea on me, i swear these bitches nosey said he put some money on my head, i guess we gon' see i won't put no money on his head, my niggas owe me i gotta be single for a while, you can't control me uno, dos, tres, in a race, they can't hold me and i show my face in a case so you know it's me imitation isn't flattery, it's just annoyin' me and i'm too about it and the dirt that they threw on my name turned to soil and i grew up out it time for y'all to figure out what y'all gon' do about it big wheels keep rollin', rollin' i'm outside, twenty-nine, g5, seaside i've been losin' friends and findin' peace but honestly that sound like a fair trade to me if i ever hurt one and i'm still here outside, frontline, southside i've been losin' friends and findin' peace honestly that sound like a fair trade to me look, don't invite me over if you throw another pity party lookin' back, it's hard to tell you where i started i don't know who love me, but i know that it ain't everybody i can never love her, she a busy body baby, if you want me, can't be turnin' up with everybody, nah can't be fuckin' on just anybody, yeah i got feelings for you, that's the thing about it, yeah you know that it's somethin' when i sing about it, yeah mama used to be on disability but gave me this ability and now she walkin' with her head high and her back straight i don't think you feelin' me, i'm out here bein' everything they said i wouldn't be and couldn't be i don't know what happened to them guys that said they would be i said see you at the top and they misunderstood me i hold no resentment in my heart, that's that maturity and we don't keep it on us anymore, it's with security i'm outside (yeah), twenty-nine (yeah), g5, seaside i've been losin' friends and findin' peace but honestly that sound like a fair trade to me if i ever hurt one and i'm still here outside, frontline, southside (southside) i've been losin' friends and findin' peace honestly that sound like a fair trade to me i don't understand why you blame me just take me as i am, it's the same me (i'm trying) senseless sight to see senseless sight to see (outside) rollin' 84s, it ain't no safety ridin' rich and wavy gotta roll over to you, gotta get my release spread your legs downtown, as i'm goin' out to eat even hear the raw sounds when that raw got me in sleep (oh, oh) i'ma roll on 'em 'fore i ever let 'em roll on me split this one down the middle, wake up in the harmony (sick) worry, sick, i'm sick of worryin' (sick, sick) it's just the world we in, i'd rather bury them i'm talkin' fake friends and skeletons (yeah) early-mornin' shoulder rubs, the lawyer sounding celebrant (it's lit) i'm never settlin', this shit get darker than my melanin (ooh, ooh, ooh-ooh) at the crib all by myself, this shit be cavin' in scrollin' through my call log, by emojis, how i'm savin' 'em them heart eyes, that peach one, my old ones, but i favorite them that butterfly emoji hold me down and all my babies them (yeah) purple demon face one push away, he got the k on him i broke bread instead of watchin' niggas break down (break it) and saved a couple bitches too like i'm from cape town know their position, you know ass up with the face down (let's go) i'm never content, two mil' a event, i get it frequent i'm make an expense, to me, it's just cents i'm droppin' the top, not to feel the wind i'm droppin' the top 'cause bro tryna spin she droppin' her top, she back again publicly she at the crib again, company (yeah, yeah) i let it slide when i really shoulda slid (oooh, ooh) after all the shit i did look at how they repayin' me back (oh, oh-oh, oh) now follow my lead tell me what type of payment is that? (oh, oh-oh), i put that on my kid and my trust, yeah, it is what it is (oh, oh) i'm outside (ah-ah, ah-ah), twenty-nine, g5 (ah-ah, ah-ah), seaside i've been losin' friends and findin' peace (ah-ah, ah) but honestly that sound like a fair trade to me if i ever hurt one and i'm still here outside, frontline, southside (southside) i've been losin' friends and findin' peace (oh, oh) honestly that sound like a fair trade to me i don't understand why you blame me just take me as i am, it's the same me we should be, senseless sight to see senseless sight to see up on a mountain (up on a mountain) search through the valley (search through the valley) you hear me calling (you hear me calling) won't you come find me? (won't you come find me?) please don't forsake me (please don't forsake me) all of a sudden (all of a sudden) my heart is breaking (breaking) i feel it coming, i, i",2021,Hip-Hop,82,146875397,95.0,"[""3TVXtAsR1Inumwj472S9r4"", ""0Y5tJX1MQlPlqiwlOH1tJY""]","[""rap""]",True,-0.416,0.9989,1.4149
9,9,242,4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,"[""Marshmello"", ""Jonas Brothers""]",0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,"i see you calling i didn't wanna leave you like that it's five in the morning, yeah, yeah a hundred on the dash 'cause my wheels are rolling ain't taking my foot off the gas and it only took the one night to see the end of the line staring deep in your eyes, eyes dancing on the edge, 'bout to take it too far it's messing with my head, how i mess with your heart if you wake up in your bed, alone in the dark i'm sorry, gotta leave before you love me ay, ay, leave before you love me ay, ay, leave before you love me ay, ay, leave before you love me ay, ay, leave before you love me i'm so good at knowing of when to leave the party behind don't care if they notice, yeah, yeah, no i'll just catch a ride i'd rather be lonely, yeah than wrapped around your body too tight yeah, i'm the type to get naked won't give my heart up for breaking 'cause i'm too gone to be stayin', staying' (dancing on) dancing on the edge, 'bout to take it too far it's messing with my head, how i mess with your heart if you wake up in your bed, alone in the dark i'm sorry, gotta leave before you love me ay, ay, leave before you love me ay, ay, leave before you love me ay, ay, leave before you love me ay, ay, leave before you love me dancing on the edge, take it too far messing with my head, how i mess with your heart i'm sorry, alone in the dark i'm sorry ay, ay, leave before you love me",2021,Electronic,82,42379490,81.0,"[""64KEffDW9EtZ1y2vBYgq8T"", ""7gOdHgIoIKoe4i9Tta6qdD""]","[""edm""]",True,0.274,0.9954,0.7213999999999999
