index,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres,is_valid_lyrics
6,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Demon Days,"[""Gorillaz"", ""De La Soul""]",0.8180000000000001,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,"feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good city's breaking down on a camel's back they just have to go, 'cause they don't know wack so while you fill the streets, it's appealing to see you won't get out the county, 'cause you're bad and free you got a new horizon, it's ephemeral style a melancholy town where we never smile and all i wanna hear is the message beep my dreams, they got a kissing 'cause i don't get sleep, no windmill, windmill for the land turn forever hand in hand take it all in on your stride it is ticking, falling down love forever, love is freely turned forever, you and me windmill, windmill for the land is everybody in? laughin' gas these hazmats, fast cats linin' 'em up like ass cracks play these ponies at the track it's my chocolate attack shit, i'm steppin' in the heart of this here (yeah) care bear rappin' in harder this year (yeah) watch me as i gravitate, ha-ha-ha-ha-ha yo, we gon' ghost town this motown with yo' sound, you in the blink gon' bite the dust, can't fight with us with yo' sound, you kill the inc so don't stop, get it, get it (get it) until you're cheddar headed and watch the way i navigate ha-ha-ha-ha-ha sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good windmill, windmill for the land turn forever hand in hand take it all in on your stride it is ticking, falling down love forever, love is freely turned forever, you and me windmill, windmill for the land is everybody in? don't stop, get it, get it (sha, sha-ba-da) peep how your captain's in it (sha-ba-da-ca, feel good) steady, watch me navigate (sha, sha-ba-da) ha-ha-ha-ha-ha (sha-ba-da-ca, feel good) don't stop, get it, get it (sha, sha-ba-da) peep how your captain's in it (sha-ba-da-ca, feel good) steady, watch me navigate (sha, sha-ba-da) ha-ha-ha-ha-ha (sha-ba-da-ca, feel good) sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good sha, sha-ba-da, sha-ba-da-ca, feel good",2005,Hip-Hop,90,16115454,79.5,"[""3AA28KZvwAUcZuOKwyblJQ"", ""1Z8ODXyhEBi3WynYw0Rya6""]","[""east coast hip hop"", ""jazz rap""]",True
92,0k2GOhqsrxDTAbFFSdNJjT,Temperature,The Trinity,"[""Sean Paul""]",0.951,0.6000000000000001,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.8220000000000001,125.04,218573,"the gal dem schillaci, sean da paul so me give it to, so me give to, so me give it to, to all girls five million and forty naughty shorty baby girl, all my girls, all my girls, sean da paul say well woman the way the time cold, i wanna be keepin' you warm i got the right temperature fi shelter you from the storm oh lord, gyal, i got the right tactics to turn you on, and girl i wanna be the papa, you can be the mom, oh-oh! make i see the gal them bruk out pon the floor from you don't want no worthless performer from you don't want no man wey can't turn you on gyal make i see your hand them up on ya can't tan pon it long nah eat no yam, no steam fish, nor no green banana but down in jamaica we give it to you hot like a sauna well, woman the way the time cold, i wanna be keepin' you warm i got the right temperature fi shelter you from the storm oh lord, gyal, i got the right tactics to turn you on, and girl i wanna be the papa, you can be the mom, oh-oh! bumper exposed and gal you got your chest out but you no wasters, cah gal you impress out and if you des out a me, you fi test out cah i got the remedy to make you de-stress out me haffi flaunt it becah me god bless out and girl if you want it you haffi confess out a no lie, weh we need set speed, haffi test the mattress out well, woman the way the time cold i wanna be keepin' you warm i got the right temperature fi shelter you from the storm oh lord, gyal, i got the right tactics to turn you on, and girl i wanna be the papa, you can be the mom, oh-oh! gyal don't say me crazy now this strange love it a no bridgette and flava show time fi a make baby now so stop gwaan like you a act shady yo woman don't play me now, 'cause a no fred sanford nor grady yo my lovin' is the way to go, my lovin' is the way to go well, woman the way the time cold i wanna be keepin' you warm i got the right temperature fi shelter you from the storm oh lord, gyal, i got the right tactics to turn you on, and girl i wanna be the papa, you can be the mom, oh-oh! when you roll with a player like me with a brudda like me gyal there is no other no need to talk it right here just park it right here, keep it undercover cah me love how you fit inna you blouse and you fat inna you jeans and mi waan discover everything 'bout you baby girl, can you hear when me utter? well, woman the way the time cold i wanna be keepin' you warm i got the right temperature fi shelter you from the storm oh lord, gyal, i got the right tactics to turn you on, and girl i wanna be the papa, you can be the mom, oh-oh! make i see the gal them bruk out pon the floor from you don't want no worthless performer from you don't want no man wey can't turn you on gyal mek i see your hand them up on ya can't tan pon it long nah eat no yam, no steam fish, nor no green banana but down in jamaica we give it to you hot like a sauna well, woman the way the time cold i wanna be keepin' you warm i got the right temperature fi shelter you from the storm oh lord, gyal, i got the right tactics to turn you on, and girl i wanna be the papa, you can be the mom, oh-oh! oh-oh! oh-oh! oh-oh!",2005,Folk,84,5365798,84.0,"[""3Isy6kedDrgPYoTS1dazA9""]","[""dancehall""]",True
97,1VNWaY3uNfoeWqb5U8x2QX,Lonely Day,Hypnotize,"[""System Of A Down""]",0.47,0.796,8,-3.277,0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,167907,such a lonely day and it's mine the most loneliest day of my life such a lonely day should be banned it's a day that i can't stand the most loneliest day of my life the most loneliest day of my life such a lonely day shouldn't exist it's a day that i'll never miss such a lonely day and it's mine the most loneliest day of my life and if you go i wanna go with you and if you die i wanna die with you take your hand and walk away the most loneliest day of my life the most loneliest day of my life the most loneliest day of my life ah-ah-ah-ah-ah-ah-life such a lonely day and it's mine it's a day that i'm glad i survived,2005,Rock,84,14360441,83.0,"[""5eAWCfyUhZtHHtBdNk56l1""]","[""alternative metal"", ""metal"", ""nu metal"", ""rap metal"", ""rock""]",True
115,2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,The Documentary,"[""The Game"", ""50 Cent""]",0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,206400,"yeah, let's take 'em back coming up i was confused, my mommy kissing a girl confusion occurs coming up in the cold world daddy ain't around, probably out committing felonies my favorite rapper used to sing, ""check check out my melody"" i wanna live good so, shit, i sell dope for a four finger ring one of them gold ropes nana told me if i passed i'd get a sheepskin coat if i can move a few packs i'd get the hat, now that'd be dope tossed and turned in my sleep that night woke up the next morning, niggas had stole my bike different day, same shit, ain't nothing good in the hood i'd run away from this bitch and never come back if i could hate it or love it, the underdog's on top and i'm gon' shine, homie, until my heart stop go 'head envy me, i'm rap's m.v.p and i ain't going nowhere, so you can get to know me hate it or love it, the underdog's on top and i'm gon' shine, homie, until my heart stop go 'head envy me, i'm rap's m.v.p and i ain't going nowhere, so you can get to know me (g-g-g-g-g-unit!) on the grill of my lowrider guns on both sides, right above the gold wires i'll fo'-five 'em kill a nigga on my song and really do it that's the true meaning of a ghostwriter ten g's will take your daughter out her air forces believe you me, homie, i know all about losses i'm from compton, wear the wrong colors, be cautious one phone call'll have your body dumped in marcy i stay strapped, like car seats been bangin' since my lil nigga rob got killed for his barkleys that's ten years, i told pooh in ninety-five i'll kill you if you try me for my air max 95's told banks when i met him i'ma ride and if i gotta die, i'd rather homicide i ain't have 50 cent when my grandmama died now i'm going back to cali with my jacob on, see how time fly? hate it or love it, the underdog's on top and i'm gon' shine, homie, until my heart stop go 'head envy me, i'm rap's m.v.p and i ain't going nowhere, so you can get to know me hate it or love it, the underdog's on top and i'm gon' shine, homie, until my heart stop go 'head envy me, i'm rap's m.v.p and i ain't going nowhere, so you can get to know me from the beginning to the end losers lose, winners win this is real, we ain't got to pretend the cold world that we in is full of pressure and pain enough of me, nigga, now listen to game used to see five-o, throw the crack by the bench now i'm fuckin' with 5-0, it's all starting to make sense my moms happy, she ain't gotta pay the rent and she got a red bow on that brand new benz waiting on sha money to land, sitting in the range thinking how they spent 30 million dollars on airplanes when there's kids starvin' pac is gone and brenda still throwing babies in the garbage i wanna know what's going on, like i hear marvin no schoolbooks, they used that wood to build coffins whenever i'm in the booth and i get exhausted, i think what if marie baker got that abortion? i love you, ma hate it or love it, the underdog's on top and i'm gon' shine, homie, until my heart stop go 'head envy me, i'm rap's m.v.p and i ain't going nowhere, so you can get to know me hate it or love it, the underdog's on top and i'm gon' shine, homie, until my heart stop go 'head envy me, i'm rap's m.v.p and i ain't going nowhere, so you can get to know me",2005,Hip-Hop,84,24706063,80.0,"[""0NbfKEOTQCcwd6o7wSDOHI"", ""3q7HBObVc0L8jNeTe5Gofh""]","[""east coast hip hop"", ""gangster rap"", ""hip hop"", ""old school hip hop"", ""west coast hip hop""]",True
147,4nva9EpKntUTs6CRSGBCn9,Just A Lil Bit,The Massacre,"[""50 Cent""]",0.489,0.6920000000000001,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,237707,"yeah, shady, aftermath, g-unit! damn baby all i need is a lil' bit a lil' bit of this, a lil' bit of that get it crackin' in the club when you hear the shit drop it like it's hot, get to workin' that back girl, shake that thing, yeah, work that thing let me see it go up and down rotate that thing, i wanna touch that thing when you make it go 'round and 'round i step up in the club i'm like ""who you with?"" g-unit in the house, yeah, that's my clique yeah, i'm young, but a nigga from the old school on the dancefloor a nigga doin' old moves i don't give a fuck, i do what i wan' do i hit your ass up boy, i done warned you better listen when i talk nigga, don't trip yo' heat in the car, mines in this bitch i ain't tryin' to beef, i'm tryin' to get my drink on and my diamonds, my fitted, and my mink on i'ma kick it at the bar 'til it's time to go then i'ma get in shorty ear and i'ma let her know all a nigga really need is a lil' bit not a lot baby girl, just a lil' bit we can head to the crib in a lil' bit i can show you how i live in a lil' bit i wanna unbutton your pants just a lil' bit take 'em off and pull 'em down just a lil' bit get to kissin' and touchin' a lil' bit get to lickin' it, a lil' bit this is 50, comin' out your ster-e-o it's hard to tell though 'cause i switched the flow eyes a little low 'cause i twist the 'dro pockets on swoll 'cause i move the o's my neck, my wrist, my ears is froze come get, your bitch, she on me dawg she must, ta heard, about the dough not captain c'mon and save-a-ho i get it crunk in the club, i'm off the chain number one on the chart all the time mane when the kid in the house, i turn it out keep the dancefloor packed that's without a doubt but shorty shake that thang like a pro, man she backed it up on me i'm like, ""oh man"" i got close enough to her so i know she could hear system thumpin', party jumpin', i said loud and clear all a nigga really need is a lil' bit not a lot baby girl, just a lil' bit we can head to the crib in a lil' bit i can show you how i live in a lil' bit i wanna unbutton your pants just a lil' bit take 'em off and pull 'em down just a lil' bit get to kissin' and touchin' a lil' bit get to lickin' it, a lil' bit baby, you got me feelin' right, you heard me? my momma gone you can spend the night, you heard me? i ain't playin' i'm tryin' to fuck tonight, you heard me? clothes off, face down, ass up, c'mon, ha-ha all a nigga really need is a lil' bit not a lot baby girl, just a lil' bit we can head to the crib in a lil' bit i can show you how i live in a lil' bit i wanna unbutton your pants just a lil' bit take 'em off and pull 'em down just a lil' bit get to kissin' and touchin' a lil' bit get to lickin' it, a lil' bit all a nigga really need is a lil' bit not a lot baby girl, just a lil' bit we can head to the crib in a lil' bit i can show you how i live in a lil' bit i wanna unbutton your pants just a lil' bit take 'em off and pull 'em down just a lil' bit get to kissin' and touchin' a lil' bit get to lickin' it, a lil' bit",2005,Hip-Hop,83,19433112,86.0,"[""3q7HBObVc0L8jNeTe5Gofh""]","[""east coast hip hop"", ""old school hip hop""]",True
154,0W4NhJhcqKCqEP2GIpDCDq,Love,The Way It Is,"[""Keyshia Cole""]",0.6880000000000001,0.518,5,-4.285,1,0.0283,0.0642,0.0,0.1,0.314,116.714,255333,"i used to think that i wasn't fine enough and i used to think i wasn't wild enough but i won't waste my time tryna figure out why you playing games? what's this all about? and i can't believe you're hurting me i met your girl, what a difference what you see in her, you ain't seen in me but i guess it was all just make believe oh love, never knew what i was missin' but i knew once we start kissin', i found love, never knew what i was missin' but i knew once we start kissin', i found, found you now you're gone, what am i gonna do? so empty, my heart, my soul, can't go on go on without you my rainy days fade away when you come around, please tell me, baby why you go so far away? why you go? love, never knew what i was missin' but i knew once we start kissin', i found love, never knew what i was missin' but i knew once we start kissin', i found, i found you who would have known i'd find you? (ooh) now you're gone, what am i gonna do? so empty, my heart, my soul, can't go on go on, baby, without you rainy days fade away when you come around, say you're here to stay with me boy, i don't want you to leave me, i, i need you love, never knew what i was missin' (i never knew) but i knew once we start kissin', i found (oh) love, never knew what i was missin' (i never, never, never) but i knew once we (we) start kissin', i found (i found, i found) love, never knew what i was missin' but i knew once we start kissin', i found",2005,R&B,83,4388545,72.0,"[""1vfezMIyCr4XUdYRaKIKi3""]","[""r&b""]",True
192,5D2mYZuzcgjpchVY1pmTPh,Candy Shop,The Massacre,"[""50 Cent"", ""Olivia""]",0.614,0.5740000000000001,11,-7.961,1,0.466,0.0253,3.2000000000000005e-05,0.38,0.755,125.173,209107,"yeah uh-huh so seductive i'll take you to the candy shop i'll let you lick the lollipop go 'head, girl, don't you stop keep going 'til you hit the spot, whoa i'll take you to the candy shop (yeah) boy, one taste of what i've got (uh-huh) i'll have you spending all you got (come on) keep going 'til you hit the spot, whoa you could have it your way, how do you want it? you gon' back that thing up, or should i push up on it? temperature rising, okay, let's go to the next level dance floor jam-packed, hot as a tea kettle i break it down for you now, baby it's simple if you be a nympho, i'll be a nympho in the hotel, or in the back of the rental on the beach or in the park, it's whatever you into got the magic stick, i'm the love doctor have your friends teasing you about how sprung i got you when you show me what you working, baby, no problem get on top, get your bounce around like a low rider i'm a seasoned vet when it come to this shit after you work up a sweat, you could play with the stick i'm trying to explain, baby, the best way i can i melt in your mouth, girl, not in your hand (uh-huh) i'll take you to the candy shop i'll let you lick the lollipop go 'head, girl, don't you stop keep going 'til you hit the spot, whoa i'll take you to the candy shop (yeah) boy, one taste of what i've got (uh-huh) i'll have you spending all you got (come on) keep going 'til you hit the spot, whoa girl, what we do (what we do) and where we do (and where we do) the things we do (things we do) are just between me and you (oh, yeah, yeah) give it to me, baby, nice and slow climb on the top, ride like you in a rodeo you ain't never heard a sound like this before 'cause i ain't never put it down like this as soon as i come through the door, she get to pulling on my zipper it's like it's a race who could get undressed quicker isn't it ironic how erotic it is to watch her in thongs? had me thinking 'bout that ass after i'm gone i touch the right spot at the right time lights on, or lights off, she like it from behind so seductive you should see the way she whine her hips in slow mo' on the floor when we grind long as she ain't stopping, homie i ain't stopping dripping wet with sweat, man, it's on and poppin' all my champagne campaign, bottle after bottle, it's on and we gon' sip 'til every bubble in every bottle is gone i'll take you to the candy shop i'll let you lick the lollipop go 'head, girl, don't you stop keep going 'til you hit the spot, whoa i'll take you to the candy shop boy, one taste of what i've got i'll have you spending all you got keep going 'til you hit the spot, whoa i'll take you to the candy shop i'll let you lick the lollipop go 'head, girl, don't you stop keep going 'til you hit the spot, whoa i'll take you to the candy shop boy, one taste of what i've got i'll have you spending all you got keep going 'til you hit the spot, whoa",2005,Hip-Hop,82,19483650,76.0,"[""3q7HBObVc0L8jNeTe5Gofh"", ""5YBSzuCs7WaFKNr7Bky0Uf""]","[""east coast hip hop"", ""old school hip hop""]",True
302,0EYOdF5FCkgOJJla8DI2Md,B.Y.O.B.,Mezmerize,"[""System Of A Down""]",0.538,0.981,1,-2.688,0,0.14,0.00662,0.0,0.219,0.711,101.414,255467,"you! why do they always send the poor? barbarisms by barbaras with pointed heels victorious, victories kneel for brand new spankin' deals marching forward hypocritic and hypnotic computers you depend on our protection yet you feed us lies from the tablecloth la-la-la-la-la-la-la-la-la, ooh-ooh everybody's going to the party, have a real good time dancing in the desert, blowing up the sunshine kneeling roses disappearing into moses's dry mouth breaking into fort knox, stealing our intentions hangars ceiling dripped in oil, crying ""freedom"" handed to obsoletion still you feed us lies from the tablecloth la-la-la-la-la-la-la-la-la, ooh-ooh everybody's going to the party, have a real good time dancing in the desert, blowing up the sunshine everybody's going to the party, have a real good time dancing in the desert, blowing up the sunshine blast off, it's party time and we don't live in a fascist nation blast off, it's party time and where the fuck are you? where the fuck are you? where the fuck are you? why don't presidents fight the war? why do they always send the poor? why don't presidents fight the war? why do they always send the poor? why do they always send the poor? why do they always send the poor? why do they always send the poor? kneeling roses disappearing into moses's dry mouth breaking into fort knox, stealing our intentions hangars ceiling dripped in oil, crying ""freedom"" handed to obsoletion still you feed us lies from the tablecloth la-la-la-la-la-la-la-la-la, ooh-ooh everybody's going to the party, have a real good time dancing in the desert, blowing up the sunshine everybody's going to the party, have a real good time dancing in the desert, blowing up the sun where the fuck are you? where the fuck are you? why don't presidents fight the war? why do they always send the poor? why don't presidents fight the war? why do they always send the poor? why do they always send the poor? why do they always send the poor? why do they always send the poor? why do they always send the poor? why do they always send the poor? they always send the poor they always send the poor",2005,Rock,80,14360441,83.0,"[""5eAWCfyUhZtHHtBdNk56l1""]","[""alternative metal"", ""metal"", ""nu metal"", ""rap metal"", ""rock""]",True
366,1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,Late Registration,"[""Kanye West"", ""Jamie Foxx""]",0.629,0.6960000000000001,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,"she take my money when i'm in need yeah, she's a triflin' friend indeed oh, she's a gold digger way over town that digs on me (uh) (she take my money) now i ain't sayin' she a gold digger (when i'm in need) but she ain't messin' with no broke niggas (she take my money) now i ain't sayin' she a gold digger (when i'm in need) but she ain't messin' with no broke niggas (i got a weed) get down, girl, go'n 'head, get down (i got a weed) get down, girl, go'n 'head, get down (i got a weed) get down, girl, go'n 'head, get down (i got a weed) get down, girl, go'n 'head (yeah, she take my money) cutie the bomb, met her at a beauty salon (when i'm in need) with a baby louis vuitton under her underarm (she take my money) she said, ""i can tell you rock, i can tell by your charm (when i'm in need) far as girls you got a flock, i can tell by your charm and your arm"" but i'm lookin' for the one, have you seen her? my psychic told me she have a ass like serena trina, jennifer lopez, four kids and i gotta take all they bad ass to showbiz? okay, get yo' kids, but then they got their friends i pulled up in the benz, they all got up in we all went to din' and then i had to pay if you fuckin' with this girl then you better be paid you know why? it take too much to touch her from what i heard, she got a baby by busta my best friend say she used to fuck with usher i don't care what none of y'all say, i still love her (yeah, she take my money) now i ain't sayin' she a gold digger, uh (when i'm in need) but she ain't messin' with no broke niggas, uh (she take my money) now i ain't sayin' she a gold digger, uh (when i'm in need) but she ain't messin' with no broke niggas, uh (i got a weed) get down, girl, go'n 'head, get down (i got a weed) get down, girl, go'n 'head, get down (i got a weed) get down, girl, go'n 'head, get down (i got a weed) get down, girl, go'n 'head (yeah, she take my money) 18 years, 18 years (when i'm in need) she got one of yo' kids, got you for 18 years (she take my money) i know somebody payin' child support for one of his kids (when i'm in need) his baby momma car and crib is bigger than he is you will see him on tv any given sunday won the super bowl and drive off in a hyundai she was supposed to buy your shorty tyco with your money she went to the doctor, got lipo with your money (yeah, she take my money) she walkin' around lookin' like michael with your money (when i'm in need) shoulda got that insured, geico for your money, money (she take my money) if you ain't no punk holla, ""we want prenup, we want prenup!"" yeah it's something that you need to have 'cause when she leave yo' ass, she gon' leave with half 18 years, 18 years and on her 18th birthday, he found out it wasn't his (yeah, she take my money) now i ain't sayin' she a gold digger, uh (when i'm in need) but she ain't messin' with no broke niggas, uh (she take my money) now i ain't sayin' she a gold digger, uh (when i'm in need) but she ain't messin' with no broke niggas, uh (i got a weed) get down, girl, go'n 'head, get down, uh (i got a weed) get down, girl, go'n 'head, get down (i got a weed) get down, girl, go'n 'head, get down, uh (i got a weed) get down, girl, go'n 'head (yeah, she take my money) now i ain't sayin' you a gold digger, you got needs you'n't want a dude to smoke, but he can't buy weed you go out to eat, he can't pay, y'all can't leave there's dishes in the back, he gotta roll up his sleeves but while y'all washin', watch him he gon' make it to a benz out of that datsun he got that ambition, baby, look at his eyes this week he moppin' floors, next week it's the fries (yeah, she take my money) so, stick by his side (when i'm in need), i know there's dudes ballin', and yeah, that's nice and they gon' keep callin' and tryin', but you stay right, girl (she take my money when i'm in need) and when he get on, he'll leave yo' ass for a white girl get down, girl, go'n 'head, get down (i got a weed) get down, girl, go'n 'head, get down (i got a weed) get down, girl, go'n 'head, get down (i got a weed) get down, girl, go'n 'head (yeah, she take my money) let me hear that back",2005,Hip-Hop,80,32862436,81.0,"[""5K4W6rqBFWDnAN6FQUkS6x"", ""7LnaAXbDVIL75IVPnndf7w""]","[""rap""]",True
390,0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance",From Under The Cork Tree,"[""Fall Out Boy""]",0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,180267,"she says, she's no good with words but i'm worse barely stuttered out a joke of a romantic stuck to my tongue weighed down with words too overdramatic tonight it's ""it can't get much worse"" vs. ""no one should ever feel like"" i'm two quarters and a heart down and i don't wanna forget how your voice sounds these words are all i have so i'll write them so you need them just to get by dance, dance we're falling apart to half time dance, dance and these are the lives you love to lead dance, this is the way they'd love if they knew how misery loved me you always fold just before you're found out drink up it's last call last resort, but only the first mistake, and i i'm two quarters and a heart down and i don't want to forget how your voice sounds these words are all i have so i'll write them so you need them just to get by why don't you show me a little bit of spine you've been saving for his mattress, love dance, dance we're falling apart to half time dance, dance and these are the lives you love to lead dance, this is the way they'd love if they knew how misery loved me why don't you show me a little bit of spine you've been saving for his mattress (mattress, mattress) i only want sympathy in the form of you crawling into bed with me dance, dance we're falling apart to half time dance, dance and these are the lives you love to lead dance, this is the way they'd love (way they'd love) dance, this is the way they'd love (way they'd love) dance, this is the way they'd love if they knew how misery loved me dance, dance dance, dance dance, dance dance, dance",2005,Rock,79,11518757,81.0,"[""4UXqAaa6dQYAk18Lv7PEgX""]","[""emo"", ""pop punk""]",True
