index,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres,is_valid_lyrics
13,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Recovery,"[""Eminem"", ""Rihanna""]",0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,"just gonna stand there and watch me burn? well, that's alright because i like the way it hurts just gonna stand there and hear me cry? well, that's alright because i love the way you lie i love the way you lie i can't tell you what it really is i can only tell you what it feels like and right now, there's a steel knife in my windpipe i can't breathe, but i still fight while i can fight as long as the wrong feels right, it's like i'm in flight high off her love, drunk from her hate it's like i'm huffin' paint, and i love her the more i suffer, i suffocate and right before i'm about to drown, she resuscitates me she f- hates me, and i love it ""wait! where you going?"" ""i'm leaving you"" ""no, you ain't, come back"" we're running right back, here we go again it's so insane 'cause when it's going good, it's going great i'm superman with the wind at his back, she's lois lane but when it's bad, it's awful i feel so ashamed, i snapped, ""who's that dude?"" i don't even know his name i laid hands on her, i'll never stoop so low again i guess i don't know my own strength just gonna stand there and watch me burn? well, that's alright because i like the way it hurts just gonna stand there and hear me cry? well, that's alright because i love the way you lie i love the way you lie i love the way you lie you ever loved somebody so much you can barely breathe when you're with 'em? you meet and neither one of you even know what hit 'em got that warm fuzzy feelin', yeah, them chills, used to get 'em now you're gettin' f- sick of lookin' at 'em? you swore you'd never hit 'em, never do nothin' to hurt 'em now you're in each other's face, spewin' venom in your words when you spit 'em you push, pull each other's hair, scratch, claw, bit 'em throw 'em down, pin 'em so lost in them moments when you're in 'em it's the rage that took over, it controls you both so they say you're best to go your separate ways guess that they don't know you 'cause today, that was yesterday yesterday is over, it's a different day sound like broken records playin' over, but you promised her next time, you'll show restraint you don't get another chance life is no nintendo game, but you lied again now you get to watch her leave out the window guess that's why they call it windowpane just gonna stand there and watch me burn? well, that's alright because i like the way it hurts just gonna stand there and hear me cry? well, that's alright because i love the way you lie i love the way you lie i love the way you lie now i know we said things, did things that we didn't mean then we fall back into the same patterns, same routine but your temper's just as bad as mine is you're the same as me, when it comes to love, you're just as blinded baby, please come back, it wasn't you, baby, it was me maybe our relationship isn't as crazy as it seems maybe that's what happens when a tornado meets a volcano all i know is i love you too much to walk away, though come inside, pick up your bags off the sidewalk don't you hear sincerity in my voice when i talk? told you this is my fault, look me in the eyeball next time i'm p-, i'll aim my fist at the drywall ""next time? there won't be no next time"" i apologize, even though i know it's lies i'm tired of the games, i just want her back i know i'm a liar, if she ever tries to f- leave again i'ma tie her to the bed and set this house on fire just gonna stand there and watch me burn? well, that's alright because i like the way it hurts just gonna stand there and hear me cry? well, that's alright, because i love the way you lie i love the way you lie i love the way you lie",2010,Hip-Hop,88,176183677,92.0,"[""7dGJo4pcD2V6oG8kP0tJRR"", ""5pKCCKE2ajJHZ9KAiaK11H""]","[""hip hop"", ""rap""]",True
33,0JXXNGljqupsJaZsgSbMZV,Sure Thing,All I Want Is You,"[""Miguel""]",0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,"love you like a brother treat you like a friend respect you like a lover oh-woah, oh-woah, oh-woah you could bet that, never gotta sweat that you could bet that, never gotta sweat that you could bet that, never gotta sweat that you could bet that, never gotta sweat that if you be the cash, i'll be the rubber band you be the match, i will be a fuse, boom painter, baby, you could be the muse i'm the reporter, baby, you could be the news 'cause you're the cigarette and i'm the smoker we raise the bet 'cause you're a joker checked off, you are the chalk and i could be the blackboard you can be the talk and i can be the walk even when the sky comes falling even when the sun don't shine i got faith in you and i so put your pretty little hand in mine even when we're down to the wire, babe even when it's do or die we can do it, baby, simple and plain 'cause this love is a sure thing you could bet that, never gotta sweat that you could bet that, never gotta sweat that you could bet that, never gotta sweat that you could bet that, never gotta sweat that you could be the lover, i'll be the fighter, babe if i'm the blunt, you could be the lighter, babe fire it up writer, baby, you could be the quote if i'm the lyric, baby, you could be the note record that saint, i'm a sinner prize, i'm a winner and it's you what did i do to deserve that? paper, baby, i'll be the pen said i'm the one, 'cause you are ten real and not pretend even when the sky comes falling even when the sun don't shine i got faith in you and i so put your pretty little hand in mine even when we're down to the wire, babe even when it's do or die we can do it, baby, simple and plain 'cause this love is a sure thing now rock with me, babe let me hold you in my arms, talk with me, babe, yeah now rock with me, babe let me hold you in my arms, talk with me, babe, yeah this love, between you and i, as simple as pie, baby it's such a sure thing, it's such a sure thing oh, is it a sure thing? yeah-yeah even when the sky comes falling even when the sun don't shine i got faith in you and i so put your pretty little hand in mine even when we're down to the wire, babe even when it's do or die we can do it, baby, simple and plain 'cause this love is a sure thing love you like a brother treat you like a friend respect you like a lover oh-woah, oh-woah, oh-woah",2010,R&B,87,6250250,81.0,"[""360IAlyVv4PCEVjgyMZrxK""]","[""r&b""]",True
74,6epn3r7S14KUqlReYr77hA,Baby,My World 2.0,"[""Justin Bieber"", ""Ludacris""]",0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,214240,"oh whoa, oh whoa, oh whoa you know you love me, i know you care just shout whenever and i'll be there you want my love, you want my heart and we will never, ever, ever be apart are we an item? girl, quit playin' we're just friends, what are you sayin' said, ""there's another,"" and looked right in my eyes my first love broke my heart for the first time and i was like baby, baby, baby, oh like baby, baby, baby, no like baby, baby, baby, oh i thought you'd always be mine, mine baby, baby, baby, oh like baby, baby, baby, no like baby, baby, baby, oh i thought you'd always be mine, mine oh, for you, i would have done whatever and i just can't believe we ain't together and i wanna play it cool but i'm losin' you i'll buy you anything i'll buy you any ring and i'm in pieces, baby, fix me and just shake me 'til you wake me from this bad dream i'm goin' down, down, down, down and i just can't believe my first love won't be around and i'm like baby, baby, baby, oh like baby, baby, baby, no like baby, baby, baby, oh i thought you'd always be mine, mine baby, baby, baby, oh like baby, baby, baby, no like baby, baby, baby, oh i thought you'd always be mine, mine luda, when i was thirteen, i had my first love there was nobody that compared to my baby and nobody came between us or one could ever come above she had me goin' crazy oh, i was starstruck she woke me up daily don't need no starbucks she made my heart pound and skip a beat when i see her in the street and at school on the playground but i really wanna see her on the weekend she know she got me dazin' 'cause she was so amazin' and now my heart is breakin' but i just keep on sayin' baby, baby, baby, oh like baby, baby, baby, no like baby, baby, baby, oh i thought you'd always be mine, mine baby, baby, baby, oh like baby, baby, baby, no like baby, baby, baby, oh i thought you'd always be mine, mine i'm gone (yeah, yeah, yeah) (yeah, yeah, yeah) now i'm all gone (yeah, yeah, yeah) (yeah, yeah, yeah) now i'm all gone (yeah, yeah, yeah) (yeah, yeah, yeah) now i'm all gone (gone, gone, gone, gone) i'm gone",2010,Hip-Hop,85,89392408,86.5,"[""1uNFoZAHBGtllmzznpCI3s"", ""3ipn9JLAPI5GUEo4y4jcoi""]","[""southern hip hop""]",True
119,3DK6m7It6Pw857FcQftMds,Runaway,My Beautiful Dark Twisted Fantasy,"[""Kanye West"", ""Pusha T""]",0.374,0.5680000000000001,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,547733,"and i always find, yeah i always find somethin' wrong you been puttin' up wit' my shit just way too long i'm so gifted at findin' what i don't like the most so i think it's time for us to have a toast let's have a toast for the douchebags let's have a toast for the assholes let's have a toast for the scumbags every one of them that i know let's have a toast to the jerkoffs that'll never take work off baby i got a plan run away fast as you can she find pictures in my email i sent this bitch a picture of my dick i don't know what it is with females but i'm not too good at that shit see, i could have me a good girl and still be addicted to them hoodrats and i just blame everything on you at least you know that's what i'm good at and i always find yeah i always find yeah i always find somethin' wrong you been puttin' up with my shit just way too long i'm so gifted at findin' what i don't like the most so i think it's time for us to have a toast let's have a toast for the douchebags let's have a toast for the assholes let's have a toast for the scumbags every one of them that i know let's have a toast for the jerkoffs that'll never take work off baby i got a plan run away fast as you can run away from me baby, run away run away from me baby, run away it about to get crazy, just run away baby, i got a plan run away as fast as you can run away from me baby, run away run away from me baby, run away it about to get crazy why can't she just run away? baby, i got a plan run away as fast as you can 24/7, 365, pussy stays on my mind i-i-i-i did it, alright, alright, i admit it now pick your next move, you could leave or live wit' it ichabod crane with that motherfuckin' top off split and go where? back to wearin' knockoffs, ha-ha knock it off, neiman's, shop it off let's talk over mai-tai's, waitress, top it off hoes like vultures wanna fly in your freddy loafers you can't blame 'em, yhey ain't never seen versace sofas every bag, every blouse, every bracelet comes with a price tag, baby, face it you should leave if you can't accept the basics plenty hoes in the baller-nigga matrix invisibly set, the rolex is faceless i'm just young, rich, and tasteless, p never was much of a romantic i could never take the intimacy and i know it did damage 'cause the look in your eyes is killin' me i guess you knew an advantage 'cause you could blame me for everything and i don't know how i'ma manage if one day you just up and leave and i always find, yeah i always find somethin' wrong you been puttin' up with my shit just way too long i'm so gifted at findin' what i don't like the most so i think it's time for us to have a toast let's have a toast for the douchebags let's have a toast for the assholes let's have a toast for the scumbags every one of them that i know let's have a toast for the jerkoffs that'll never take work off baby i got a plan run away fast as you can",2010,Hip-Hop,84,34608968,83.0,"[""5K4W6rqBFWDnAN6FQUkS6x"", ""0ONHkAv9pCAFxb0zJwDNTy""]","[""rap""]",True
158,4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)","[""Train""]",0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,"hey, hey hey-hey, hey-hey hey-hey, hey-hey your lipstick stains on the front lobe of my left side brains i knew i wouldn't forget you and so i went and let you blow my mind your sweet moonbeam the smell of you in every single dream i dream i knew when we collided you're the one i have decided who's one of my kind hey, soul sister ain't that mr. mister on the radio, stereo the way you move ain't fair, you know hey, soul sister i don't wanna miss a single thing you do tonight hey, hey hey-hey, hey-hey hey-hey, hey-hey just in time i'm so glad you have a one-track mind like me you gave my life direction a game show love connection we can't deny i'm so obsessed my heart is bound to beat right out my untrimmed chest i believe in you, like a virgin, you're madonna and i'm always gonna wanna blow your mind hey, soul sister ain't that mr. mister on the radio, stereo the way you move ain't fair, you know hey, soul sister i don't wanna miss a single thing you do tonight the way you can cut a rug watching you is the only drug i need so gangsta, i'm so thug you're the only one i'm dreaming of you see, i can be myself now finally in fact, there's nothing i can't be i want the world to see you'll be with me hey, soul sister ain't that mr. mister on the radio, stereo the way you move ain't fair, you know hey, soul sister i don't wanna miss a single thing you do tonight hey, soul sister i don't wanna miss a single thing you do tonight hey, hey hey-hey, hey-hey hey-hey, hey-hey (tonight) hey, hey hey-hey, hey-hey hey-hey, hey-hey (tonight)",2010,Pop,83,4550069,74.0,"[""3FUY2gzHeIiaesXtOAdB7A""]","[""soft pop""]",True
188,7pYfyrMNPn3wtoCyqcTVoI,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Hands All Over (Revised International Standard version),"[""Maroon 5"", ""Christina Aguilera""]",0.722,0.761,11,-4.46,0,0.0475,0.0119,0.0,0.315,0.624,128.046,201493,"just shoot for the stars if it feels right then aim for my heart if you feel like it take me away, make it okay i swear i'll behave you wanted control so we waited i put on a show now we're naked you say i'm a kid my ego is big i don't give a shit and it goes like this take me by the tongue and i'll know you kiss me till you're drunk and i'll show you all them moves like jagger i've got the moves like jagger i've got the mooooooves... like jagger i don't need try to control you look into my eyes and i'll own you with them the moves like jagger i've got the moves like jagger i've got the mooooooves... like jagger maybe it's hard when you feel like you're broken and scarred nothing feels right but when you're with me i make you believe that i've got the key so get in the car we can ride it wherever you want get inside it and you want to steer but i'm shifting gears i'll take it from here and it goes like this take me by the tongue and i'll know you kiss me till you're drunk and i'll show you all the moves like jagger i've got the moves like jagger i've got the mooooooves... like jagger i don't need try to control you look into my eyes and i'll own you with them the moves like jagger i've got the moves like jagger i've got the mooooooves... like jagger you wanna know how to make me smile take control, own me just for the night and if i share my secret you're gonna have to keep it nobody else can see this so watch and learn i won't show you twice head to toe, ooh baby, roll me right and if i share my secret you're gonna have to keep it nobody else can see this and it goes like this take me by the tongue and i'll know you kiss me till you're drunk and i'll show you all the moves like jagger i've got the moves like jagger i've got the mooooooves... like jagger i don't need try to control you look into my eyes and i'll own you with them the moves like jagger i've got the moves like jagger i've got the mooooooves... like jagger.",2010,Pop,82,55639002,83.5,"[""04gDigrS5kc9YWfZHwBETP"", ""1l7ZsJRRS8wlW3WfJfPfNS""]","[""pop""]",True
199,1EryAkZ0VHstC6haIxVBiE,Sextape,Diamond Eyes,"[""Deftones""]",0.367,0.634,5,-6.475,1,0.027,0.000824,0.0759,0.116,0.0964,89.981,241533,"floating on the water ever changing picture hours out from that in tune with all our dreams the ocean takes me into watch you shaking watch you weigh your powers tempt with hours of pleasure take me one more time take me one more wave take me for one last ride i'm out of my head tonight, tonight tonight, tonight i the sound of the waves collide the sound of the waves collide the sound of the waves collide tonight (we ride) cruising through the city after hours with me fusing all our powers here's to all our take me one more time take me one more wave take me for one last ride i'm out of my head tonight, tonight tonight, tonight i the sound of the waves collide the sound of the waves collide the sound of the waves collide tonight (we ride)",2010,Rock,82,8004246,83.0,"[""6Ghvu1VvMGScGpOUJBAHNH""]","[""alternative metal"", ""nu metal"", ""rap metal"", ""rock"", ""shoegaze""]",True
226,030OCtLMrljNhp8OWHBWW3,Hey Daddy (Daddy's Home),Raymond v Raymond (Expanded Edition),"[""USHER""]",0.59,0.6980000000000001,11,-4.2620000000000005,1,0.0286,0.000176,0.0,0.107,0.352,95.975,224093,"usher, baby i just wanna get your attention (ay girl, ay girl) i really wanna be all up in your head (turn the lights on) 'cause what i got, you gon' wanna get some, yeah but girl, that's only if you ain't scared and i won't knock, won't ring no bells you just float bottom up in the air i'll get you hot, i know you oh so well and when i walk in, all that i wanna hear is you say, ""daddy's home, home for me"" and i know you've been waiting for this lovin' all day you know your daddy's home (daddy's home) and it's time to play (it's time to play) so you ain't got to give my loving away so all my ladies, say, hey, hey, hey, daddy hey, hey, hey daddy so all my ladies, say, hey, hey, hey, daddy hey, hey, hey daddy i ain't gotta do a lot of flexin' shorty, you already know what it is and girl, tonight we'll gonna do a lot of sexin' can't nobody do your body like this oh, i won't knock, won't ring no bells you just float bottom up in the air said, i'll get you hot, i know you oh so well and when i'm walk in all that i wanna hear is you say, ""daddy's home, home for me"" and i know you've been waiting for this lovin' all day you know your daddy's home (daddy's home) it's time to play (so it's time to play) so you ain't got to give my loving away so all my ladies, say, hey, hey, hey, daddy (daddy know what you like) hey, hey, hey daddy so all my ladies, say, hey, hey, hey, daddy hey, hey, hey daddy poke it on out, poke it out right there i'm a fall back while you work that chair do your damn thing let the neighbors hear (hey, hey, hey daddy) poke it on out poke it out right there i'm a fall back let you work that chair do your damn thing all i wanna hear is you say, ""daddy's home, home for me"" and i know you've been waiting for this lovin' all day your daddy's home (daddy's home) it's time to play (so it's time to play) now, baby you ain't got to give my loving away daddy's home, home for me and i know you've been waiting for this lovin' all day you know your daddy's home (daddy's home) it's time to play (so it's time to play) so you ain't got to give my loving away so all my ladies, say, hey, hey, hey, daddy hey, hey, hey daddy (callin' me daddy, babe) so all my ladies, say, hey, hey, hey, daddy (daddy know what you like) hey, hey, hey daddy so all my ladies, say, hey, hey, hey, daddy hey, hey, hey daddy so all my ladies, say, hey, hey, hey, daddy hey, hey, hey daddy (hey, daddy know what you like, yeah)",2010,R&B,82,14038072,83.0,"[""23zg3TcAtWQy7J6upgbUnj""]","[""r&b""]",True
227,6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),"[""Flo Rida"", ""David Guetta""]",0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,234560,"you know i know how to make 'em stop and stare as i zone out the club can't even handle me right now watchin' you watchin' me, i go all out the club can't even handle me right now (yeah, yeah, yeah, yeah, yeah, yeah) the club can't even handle me right now (yeah, yeah, yeah, yeah, yeah, yeah) haha, can't nothin' handle me right now, i see you d. guetta let's get 'em! hey, i own the night and i don't need no help gotta be the feeling that scarface felt fuckin' go wild, can't handle this plays life of the club, arrogant like yeah! talk like money, so the girls just melt one too many, all on me like 12 look like cash and they all just stare bottles, models, standin' on chairs fall out 'cause that's my business all out, it's so ridiculous zone out, so much attention scream out, ""i'm in the building"" (hey!) they watchin', i know this i'm rockin', i'm rolling i'm holding, i know it you know it you know i know how to make 'em stop and stare as i zone out the club can't even handle me right now watchin' you watchin' me i go all out the club can't even handle me right now (yeah, yeah, yeah, yeah, yeah, yeah) the club can't even handle me right now (yeah, yeah, yeah, yeah, yeah, yeah) hey, still feelin' myself, i'm like outta control can't stop now, more shots, let's go ten more rounds 'til i get a ko paparazzi trying to make me pose came to party 'til i can't no more celebrate 'cause that's all i know tip the groupies takin' off their clothes grand finale, like the superbowl go hard, i run the show that's right, while i got money to blow more lights, more ice, when i walk in the door no hype, do it big all over the globe yeah! i said it go tell it confetti who's ready? i'm ready! you ready? let's get it! you know i know how to make 'em stop and stare as i zone out the club can't even handle me right now watchin' you watchin' me i go all out the club can't even handle me right now put yo' hands up! (yeah, yeah) put yo' hands up! (yeah, yeah) put yo' hands up! (yeah, yeah) the club can't even handle me right now put yo' hands up! (yeah, yeah) put yo' hands up! (yeah, yeah) put yo' hands up! (yeah, yeah) you got me watchin' now (hey) got my attention now (hey) got everybody in the club wanting to know now i am a ladies man come be my lady and we can both zone out bring ya body and let me switch up your atmosphere take you out of the club and up in my new lear fly you around the world what you want baby girl? are you ready to go now! you know i know how to make 'em stop and stare as i zone out the club can't even handle me right now watchin' you watchin' me i go all out the club can't even handle me right now put yo' hands up! (yeah, yeah) put yo' hands up! (yeah, yeah) put yo' hands up! (yeah, yeah) put yo', put yo' hands up! the club can't even handle me right now (yeah, yeah) put yo' hands up! (yeah, yeah) let's celebrate now (yeah, yeah) put yo' hands up! (yeah, yeah) you know who shut 'em down!",2010,Electronic,82,36430504,85.0,"[""0jnsk9HBra6NMjO2oANoPY"", ""1Cs0zKBU1kc0i8ypK3B9ai""]","[""edm""]",True
249,1eUGmzzvahJjOSWgDHuRlv,Girl With The Tattoo Enter.lewd,All I Want Is You,"[""Miguel""]",0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451,102813,"those innocent eyes (eyes) that smile on your face makes it easy to trust you if they only knew the girl with the tattoo, like i do doin' what you doin' just to get to where you goin' yeah, i see it, baby just don't lose yourself along the way, no 'cause you're doin' what you doin' just to get you where you're goin' and i see it, baby ain't too many others gon' have shit to say, i do but i knew the girl with the tattoo, yeah oh yeah, i knew the girl with the tattoo i used to know",2010,R&B,81,6250250,81.0,"[""360IAlyVv4PCEVjgyMZrxK""]","[""r&b""]",True
