index,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres,is_valid_lyrics
83,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),I'm Good (Blue),"[""David Guetta"", ""Bebe Rexha""]",0.561,0.965,7,-3.673,0,0.0343,0.00383,7e-06,0.371,0.304,128.04,175238,"i'm good, yeah, i'm feelin' alright baby, i'ma have the best freakin' night of my life and wherever it takes me, i'm down for the ride baby, don't you know i'm good, yeah, i'm feelin' alright 'cause i'm good, yeah, i'm feelin' alright baby, i'ma have the best freakin' night of my life and wherever it takes me, i'm down for the ride baby, don't you know i'm good, yeah, i'm feelin' alright don't you know i'm good, yeah, i'm feelin' alright you know i'm down for whatever tonight i don't need the finer things in life no matter where i go, it's a good time, yeah and i, i don't need to sit in vip middle of the floor, that's where i'll be don't got a lot but that's enough for me, yeah 'cause i'm good, yeah, i'm feelin' alright baby, i'ma have the best freakin' night of my life and wherever it takes me, i'm down for the ride baby, don't you know i'm good, yeah, i'm feelin' alright i'm good, good i'm good don't you know i'm good, yeah, i'm feelin' alright so i just let it go, let it go oh-na-na-na-na-na no, i don't care no more, care no more oh-na-na-na-na-na so come on let me know, let me know put your hands up, na-na-na no, baby, nothing's gonna stop us tonight 'cause i'm good, yeah, i'm feelin' alright baby, i'ma have the best freakin' night of my life and wherever it takes me, i'm down for the ride baby, don't you know i'm good, yeah, i'm feelin' alright",2022,Electronic,85,37279218,83.5,"[""1Cs0zKBU1kc0i8ypK3B9ai"", ""64M6ah0SkkRsnPGtGiRAbb""]","[""edm""]",True
93,0VO8gYVDSwM1Qdd2GsMoYK,Moth To A Flame (with The Weeknd),Paradise Again,"[""Swedish House Mafia"", ""The Weeknd""]",0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,234000,"like a moth to a flame i'll pull you in, i pulled you back to what you need initially (oh, oh) it's just one call away and you'll leave him, you're loyal to me but this time, i let you be 'cause he seems like he's good for you and he makes you feel like you should and all your friends say he's the one his love for you is true but does he know you call me when he sleeps? but does he know the pictures that you keep? but does he know the reasons that you cry? or tell me, does he know where your heart lies? where it truly lies where it truly lies oh, where it lies where it truly lies where it truly lies yeah you should be with him, i let you go from time you should stay with him 'cause he seems like he's good for you and he makes you feel like you should and all your friends say he's the one his love for you is true (hey) but does he know you call me when he sleeps? (no) but does he know the pictures that you keep? (oh) but does he know the reasons that you cry? or tell me, does he know where your heart lies? where it truly lies where it truly lies where it truly lies oh, where it lies where it truly lies oh, where it truly lies where it truly lies (hey) where it truly lies",2022,Electronic,84,119676592,87.0,"[""1h6Cn3P4NGzXbaXidqURXs"", ""1Xyo4u8uXC1ZmMpatF05PJ""]","[""edm""]",True
108,41P6Tnd8KIHqON0QIydx6a,the perfect pair,Beatopia,"[""beabadoobee""]",0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6000000000000001,146.053,177533,"you ought to know that i think we're one and the same i don't think we could help it no, i don't think we could help it we don't talk much guess 'cause nothing has changed and i'm not sure i like it and i'm so tired of fighting if i told you, you'd know how to go and break my heart in two 'cause i would anyways we'd end up like always you know me, you better show me that you could say it to my face 'cause you know we're the same there's worse things i can take i know you hate it when there's nothing to say i'm not quite sure we'd fix it guess we're so used to it wish i had known this from the beginning we'd find it hard to work out why we have all this doubt if i told you, you'd know how to go and break my heart in two 'cause i would anyways we'd end up like always you know me, you better show me that you could say it to my face 'cause you know we're the same there's worse things i can take",2022,Pop,84,6764580,80.0,"[""35l9BRT7MXmM8bv2WDQiyB""]","[""bedroom pop""]",True
118,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,"[""Future"", ""Drake"", ""Tems""]",0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,189893,"i will wait for you, for you early in the mornin', late at night (i will wait for you) it don't even matter what time it is (i will wait for you) presidential rollie already on the way (higher, sayin', aye, yi, yi, yi) whenever i find time, it's okay (ayy) (atl jacob, atl jacob) you pray for my demons, girl, i got you every time i sip on codeine, i get vulnerable i'm knowin' the sounds of the storm when it come she understand i can't take her everywhere a nigga goin' i been in the field like the children of the corn i can hear your tears when they drop over the phone get mad at yourself 'cause you can't leave me alone gossip, bein' messy, that ain't what we doin' (world was endin') travel around the world (would you cry or would you try to get me?) over the phone, droppin' tears (tell me now, i want you to be clear, yeah) i get more vulnerable when i do pills (tell me now, i need you to be clear, yeah) when you drunk, you tell me exactly how you feel (i will wait for you, for you) when i'm loaded, i keep it real (i will wait for you, i will wait for you) need to tell a real one exactly what it is (i will wait, will wait, for you, for you) don't say it, 'cause you know that's what i wanna hear (i will wait for you, i will wait for you) yeah, i been trappin' 'round the world i sit on my balcony and wonder how you feelin' i got a career that takes my time away from women i cannot convince you that i love you for a livin' (will wait for you, for you) i be on your line, feelings flowin' like a river you be textin' back, you at kiki on the river (i will wait for you) message say delivered (i will wait for you), but i know that you don't get it why you introduce us if you knew that you was with him? (i will wait for you, for you, for you) made me shake his hand when y'all been fuckin' for a minute (i will wait for you, for you) walk me off the plank because you know that i'm a swimmer (i will wait for you) supposed to be your dog, but you done put me in a kennel girl, put a muzzle on it, all that barkin' over dinner i was fuckin' with you when you had the tiny presidential you got better when you met me and that ain't coincidental tried to bring the best out you, guess i'm not that influential guess i'm not the one that's meant for you i can hear your tears when they drop over the phone get mad at myself 'cause i can't leave you alone gossip in messages, that ain't what we doin', yeah (world was endin') trappin' around the world (would you cry or would you try to get me?) over the phone, droppin' tears (tell me now, i want you to be clear, yeah) i get more vulnerable when i do pills (tell me now, i need you to be clear, yeah) when you drunk, you tell me exactly how you feel (i will wait for you, for you) when i'm loaded, i keep it real (i will wait for you, i will wait for you) need to tell a real one exactly what it is (i will wait, will wait, for you, for you) don't say it, 'cause you know that's what i wanna hear (i will wait for you, i will wait for you) early in the mornin', late at night it don't even matter what time it is world was endin', would you cry or would you try to get me? tell me now, i want you to be clear, yeah",2022,R&B,84,131806884,89.66666666666667,"[""1RyvyyTE3xzB2ZywiAwp0i"", ""3TVXtAsR1Inumwj472S9r4"", ""687cZJR45JO7jhk1LHIbgq""]","[""afro r&b"", ""afrobeat"", ""afrobeats"", ""alt\u00e9"", ""rap""]",True
186,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")","[""OneRepublic""]",0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.8250000000000001,139.994,148486,"i don't know what you've been told but time is running out, no need to take it slow i'm stepping to you toe-to-toe i should be scared, honey, maybe so but i ain't worried 'bout it right now (right now) keeping dreams alive (hey!), 1999, heroes i ain't worried 'bout it right now (right now) swimmin' in the floods (hey!), dancing on the clouds below i ain't worried 'bout it i ain't worried 'bout it hey! i don't know what you've been told but time is running out, so spend it like it's gold i'm living like i'm nine-zeros got no regrets, even when i'm broke, yeah i'm at my best when i got something i'm wanting to steal way too busy for them problems and problems to feel (yeah-yeah) no stressing, just obsessin' with sealin' the deal i'll take it in and let it go but i ain't worried 'bout it right now (right now) keeping dreams alive (hey!), 1999, heroes i ain't worried 'bout it right now (right now) swimmin' in the floods (hey!), dancing on the clouds below i ain't worried 'bout it i ain't worried 'bout it hey! (ooh-ooh, ooh-ooh) i ain't worried (ooh-ooh, oh-oh, ooh-ooh) oh, no-no i ain't worried 'bout it right now (right now) keeping dreams alive (hey!), 1999, heroes i ain't worried 'bout it right now (right now) swimmin' in the floods (hey!), dancing on the clouds below i ain't worried 'bout it (ooh-aah, aah-ooh) hey! i ain't worried 'bout it (ooh-ahh, aah-ooh) hey! i ain't worried 'bout it",2022,Pop,82,18912041,83.0,"[""5Pwc4xIPtQLFEnJriah9YJ""]","[""soft pop""]",True
230,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind","[""Drake"", ""21 Savage""]",0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,"just awaken shaken once again, so you know it's on (just awaken shaken once again, ho, you know it's on) just awaken shaken once again, so you know it's on (just awaken shaken once again, ho, you know it's on) yeah, life life is only thing we need they need me to go, but i don't wanna leave rest in peace to lil keed fuck a pigeonhole, i'm a night owl, this a different mode i might have to make her paint a 6 on her pinky toe heard you with a shooting guard, just let a nigga know i would have you courtside, not the middle row all good, love, in a minute, though i can't stress about no bitch 'cause i'm a timid soul plus i'm cookin' up ambition on a kitchen stove pot start to bubble, see the suds, that shit good to go hoes say i'm suave, but i can't get rico'd bro think he john wayne, i bought him yellow stones love the way they hang, babe, fuck the silicone everybody fake now, you could crack the code bust down everything, set in rose gold dread talkin' to you niggas like i'm j. cole i can tell her head good before i even know bitch, don't tell me that you model if you ain't been in vogue gotta throw a party for my day ones they ain't in the studio, but they'll lay somethin' rest in peace to drama king, we was straight stuntin' you don't like the way i talk? nigga say somethin' gotta throw a party for my day ones pull up, and you know it's us, the bass jumpin' you don't like the way i talk? then say somethin' get out my face, nigga gotta throw a party for my day ones they ain't in the studio, but they'll lay somethin' rest in peace to drama king, we was straight stuntin' if i let my nigga 21 tell it, you a pussy spin a block twice like it ain't nowhere to park (21) smack the backside of his head like he bart (pussy) ovo 4l, we come out when it get dark (21, 21) big stepper, he came in a rolls, but he left in a stretcher (21) let my brother drive while i shoot, team effort (21) askin' all these questions, bitch, you must think you nadeska the chopper like to feel on all the opps, it's a molester (21) i be with my gun like rozay be with lemon pepper she wanna hear some afrobeats 'cause she just popped a tesla all that workin' out, that nigga must think he a wrestler but this ain't ufc, this chopper came with a compressor (21) this chopper came with a compressor (pussy) his chopper came with a- (pussy) this glock .45 came with a switch (21) if i was will smith, i would've slapped him with a stick put your hands in the air, it's a stick-up (21) spin the same hood where i get my dick sucked (facts) if you standin' on business, put your blick up (21, 21) come around actin' scary, get your shit took (21) fell in love with feelin' dizzy, so i spizzin (21) i got mad love for the boy, yeah, that's my twizzin (21) if them niggas keep on dissin', slide agaizzin (21) we the reason why the ops ain't got no frizziends (21) last nigga played with me got turned duppy i ain't even roll him in the wood 'cause he musty you ask how she doin', i just tell her come and fuck me shot his ass twenty times, damn, this nigga lucky (damn, that nigga lucky) gotta throw a party for my day ones they ain't in the studio, but they'll lay somethin' rest in peace to drama king, we was straight stuntin' you don't like the way i talk, nigga, say somethin' say somethin', say somethin', say somethin', say somethin', say somethin' you don't like the way i talk, nigga, say somethin', say somethin' say somethin', say somethin', say somethin'",2022,Hip-Hop,82,129317582,93.0,"[""3TVXtAsR1Inumwj472S9r4"", ""1URnnhqYAYcrqrcwql10ft""]","[""rap""]",True
313,5jfhLCSIFUO4ndzNRh4w4G,"Burn, Burn, Burn","Burn, Burn, Burn","[""Zach Bryan""]",0.508,0.296,3,-10.513,1,0.0755,0.897,5e-05,0.11,0.134,82.532,268856,"everyone seems a damn genius lately tik-tok talking, late-night tv still so much i have yet to know we get dressed up just to go downtown in some ego-filled late night crowd it seems to be where i feel most alone i'd like to get lost on some old back road find a shade tree and a honey hole and talk to my grandpa again and i see god in everything the trees and pain and nights in the spring so why do i still long for a home? i'd like to lay in a field on a cozy blanket and feel the fear of never wakin' to know the true warmth of thе sun i'd like to love my lady long and hard and lay down lines of laymеn guitar never leave her loving arms again my exes hate me and my friends all miss me i wanna drown in rot gut whiskey leave this small town for awhile heading to paris on a late-night flight find a bar and get in a fight write a few poems on a sunny balcony i wanna be a child climbing trees somewhere breathing in the fresh outside air and before i knew this life was unkind i want a well-trained dog on a couple of acres a kind, kind lady and a place to take her few good friends i can count on one of my hands i know i'm bound to die one day so when i reach those golden gates i pray to say i did the best i can sit with my mother and the dearly departed send a prayer down to the broken-hearted let 'em know it all turns out just fine to know me is to love me and to hate me is to wrong me i prefer my nights so lonely love blues guitar, muscle cars, and gin i'm a simple man, i don't need much just my simple songs and some human touch i'm tired now, so i'm bringin' my ass home so let me go down the line let me feel it all joy, pain, and sky so let me go down the line we all burn, burn, burn and die so let me go down the line i wanna feel it all joy, pain, and sky so let me go down the line we all burn, burn, burn and then die so let me go down the line i wanna feel it all joy, pain, and sky so let me go down the line we all burn, burn, burn and then die",2022,Country,80,7506751,87.0,"[""40ZNYROS4zLfyyBSs2PGe2""]","[""country"", ""red dirt""]",True
320,3fuyYaLhZ2RoP9eWpvfP1H,A New Kind Of Love - Demo,A New Kind Of Love (Demo),"[""Frou Frou"", ""Imogen Heap"", ""Guy Sigsworth""]",0.674,0.487,9,-13.307,1,0.0331,0.169,0.00411,0.127,0.329,132.97,259073,"a new kind of love genetically altered enough of ""love lite"" and ""i can't believe it's not love!"" i can't help myself and you don't have to say that ""it sparks across flesh you'll feel it kicking in soon"" are you falling in love? i've a feeling you are are you falling in love with a feeling? so you're running late and it's not even like you you were doing so well did the dog eat your homework again? i can't help myself 'cause my friend says, ""in real life it's only the police that ever come looking for you"" are you falling in love? i've a feeling you are are you falling in love with a feeling? are you falling in love or only feeling you are? 'cause if you're falling in love let me feel it i've been busy you know that you know you're just saying that are you going to get that? what's that supposed to mean? i've been busy, you know that you know you're just saying that are you going to get that? what's that supposed to mean? are you falling in love? i've a feeling you are are you falling in love with a feeling? are you falling in love or only feeling you are? 'cause if you're falling in love let me feel it let me feel it let me feel it let me feel it let me feel it let me feel it let me feel it let me feel it",2022,Electronic,80,1555877,68.0,"[""6MUyqmIQ35inLjch0YzIEG"", ""6Xb4ezwoAQC4516kI89nWz"", ""0uQWT7X0I9Y7zM7WWexpAj""]",[],True
346,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),"[""Rema"", ""Selena Gomez""]",0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,"vibez (vibez) another banger baby, calm down, calm down girl, this your body e put in my heart for lockdown, for lockdown, oh, lockdown girl, you sweet like fanta, ooh, fanta, ooh if i tell you say, ""i love you"", you no dey form yanga, oh, oh, yanga, oh no, tell me no, no, no, no, woah-woah, woah-woah oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo, woah-woah-woah-woah-woah you got me like woah-woah-woah-woah-woah-woah-woah-woah-woah shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm i see this fine girl, for my party she wear yellow every other girl they dey do too much but this girl mellow naim, i dey find situation, i go use take tell am hello finally, i find way to talk to the girl but she no wan follow who you come dey form for? woah (mhmm) why you no wan' conform? woah (mhmm) then i start to feel her bum-bum (mhmm) but she dey gimme small, small, woah i know say she sabi pass that one, one (mhmm) but she feeling insecure, woah 'cause her friends go dey gum her like chewing gum, woah (mhmm) go dey gum her like chewing gum, oh-woah yeah, i know i look shy but for you i get down, oh, woah and my hips make you cry when i'm moving around you (yeah) do it once, do it twice (do it twice) i push back, you hold me tight get a taste for a night baby show me you can calm down, calm down dance with me and take the lead now, lead now got you so high that you can't come down, come down don't you ask, you know you're allowed, allowed when it's you i can't say no-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh baby, give me lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah you got me like woah-woah-woah-woah-woah-woah-woah-woah-woah shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, mm-hmm as i reach my house, i say make a rest small, oh-woah (make a rest small, oh-woah) as me i wake up na she dey my mind, oh-woah (na she dey my mind, oh-woah) day one, day two-wo, i no fit foc-o-us (i no fit focus) na so me i call am, say make we link up, woah (i say make we link up woah) got my hand on your heart now, i can feel it race if i leave then you say you can never love again wanna give you it all but can't promise that i'll stay and that's the risk you take (you take) baby, calm down, calm down girl, this your body e put in my heart for lockdown, for lockdown, oh, lockdown girl, you sweet like fanta, ooh, fanta, ooh if i tell you say, ""i love you"", you no dey form yanga, oh, oh, yanga, oh no tell me no, no, no, no, woah, woah, woah, woah oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh (your love, your love) baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah you got me like woah-woah-woah-woah-woah-woah-woah-woah-woah shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah (oh, woah), hmm your love",2022,R&B,80,62777639,80.5,"[""46pWGuE3dSwY3bMMXGBvVS"", ""0C8ZW7ezQVs4URX5aX7Kqx""]","[""afrobeat"", ""afrobeats"", ""afropiano"", ""afropop""]",True
349,0OWhKvvsHptt6vnnNUSM9a,Oklahoma Smokeshow,Summertime Blues,"[""Zach Bryan""]",0.544,0.5730000000000001,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,211739,"go on and put on that dress that all the bad boys like i know your daddy ain't home so ride with me tonight you always wind up here in a puddle of tears them boys are out and they're angry and they're lookin' for blood in the back of a blue old pickup truck you've got nowhere to go, although, you're all gussied up there's so much whiskey in his coke, it'll make her nose bend but she swears that his love is a damn godsend she's known god since she was a child she used to play in the yard and she would dream of one day 'til the world came around and took her dreamin' away told her how to dress and act and smile she's an oklahoma smokeshow he's an asshole from back home she'll never make it out alive that small town bar scene where small vices kill your big dreams he'd take you home but he's too drunk to drive i'll be here, i've been up all night thinkin' about a life with you and i one you'll never know 'cause you're a small town smokeshow well, i'll be here, i've been up all night thinkin' about a life with you and i one you'll never know 'cause you're a small town smokeshow go on and put on that dress that all the bad boys like i know your daddy ain't home so ride with me tonight you always wind up here in a puddle of tears them boys are out and they're angry and they're lookin' for blood in the back of a blue old pickup truck you've got nowhere to go, although, you're all gussied up",2022,Country,80,7506751,87.0,"[""40ZNYROS4zLfyyBSs2PGe2""]","[""country"", ""red dirt""]",True
