index,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres,is_valid_lyrics
39,0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,Silver Side Up,"[""Nickelback""]",0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,223840,"never made it as a wise man i couldn't cut it as a poor man stealing tired of livin' like a blind man i'm sick of sight without a sense of feeling and this is how you remind me this is how you remind me of what i really am this is how you remind me of what i really am it's not like you to say sorry i was waitin' on a different story this time i'm mistaken for handing you a heart worth breakin' and i've been wrong, i've been down been to the bottom of every bottle these five words in my head scream, ""are we having fun yet?"" yeah, yeah, yeah, no, no yeah, yeah, yeah, no, no it's not like you didn't know that i said, ""i love you,"" and i swear, i still do and it must have been so bad 'cause livin' with me must have damn near killed you and this is how you remind me of what i really am this is how you remind me of what i really am it's not like you to say sorry i was waiting on a different story i was waitin' on a different story for handing you a heart worth breakin' and i've been wrong, i've been down been to the bottom of every bottle these five words in my head scream, ""are we having fun yet?"" yeah, yeah, yeah, no, no yeah, yeah, yeah, no, no yeah, yeah, yeah, no, no yeah, yeah, yeah, no, no never made it as a wise man i couldn't cut it as a poor man stealin' and this is how you remind me this is how you remind me this is how you remind me of what i really am this is how you remind me of what i really am it's not like you to say sorry i was waitin' on a different story this time i'm mistaken for handing you a heart worth breakin' and i've been wrong, i've been down been to the bottom of every bottle these five words in my head scream, ""are we having fun yet?"" yeah, yeah, are we havin' fun yet? yeah, yeah, are we havin' fun yet? yeah, yeah (these five words in my head scream) are we havin' fun yet? yeah, yeah (these five words in my head) no, no",2001,Rock,86,7969535,80.0,"[""6deZN1bslXzeGvOLaLMOIF""]","[""post-grunge"", ""rock""]",True
54,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,Toxicity,"[""System Of A Down""]",0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,"wake up (wake up) grab a brush and put a little make-up hide the scars to fade away the shake-up (hide the scars to fade away the...) why'd you leave the keys upon the table? here you go create another fable you wanted to grab a brush and put a little makeup you wanted to hide the scars to fade away the shake-up you wanted to why'd you leave the keys upon the table? you wanted to i don't think you trust in... my... self-righteous suicide i... cry... when angels deserve to die wake up (wake up) grab a brush and put a little make-up hide the scars to fade away the (hide the scars to fade away the shake-up) why'd you leave the keys upon the table? here you go create another fable you wanted to grab a brush and put a little make-up you wanted to hide the scars to fade away the shake-up you wanted to why'd you leave the keys upon the table? you wanted to i don't think you trust in... my... self-righteous suicide i... cry... when angels deserve to die in, my, self-righteous suicide i, cry, when angels deserve to die father (father) father (father) father (father) father (father) father, into your hands i commend my spirit father, into your hands why have you forsaken me? in your eyes forsaken me in your thoughts forsaken me in your heart forsaken me, oh trust in my self-righteous suicide i cry when angels deserve to die in my self-righteous suicide i cry when angels deserve to die",2001,Rock,86,14360441,83.0,"[""5eAWCfyUhZtHHtBdNk56l1""]","[""alternative metal"", ""metal"", ""nu metal"", ""rap metal"", ""rock""]",True
59,0snQkGI5qnAmohLE7jTsTn,Toxicity,Toxicity,"[""System Of A Down""]",0.413,0.873,8,-4.151,1,0.0536,0.0002639999999999,0.00249,0.204,0.48,116.68,218933,"conversion, software version 7.0 looking at life through the eyes of a tire hub eating seeds as a pastime activity the toxicity of our city, of our city you, what do you own, the world? how do you own disorder, disorder? now, somewhere between the sacred silence sacred silence and sleep somewhere, between the sacred silence and sleep disorder, disorder, disorder more wood for their fires, loud neighbors flashlight reveries caught in the headlights of a truck eating seeds as a pastime activity the toxicity of our city, of our city you, what do you own, the world? how do you own disorder, disorder? now, somewhere between the sacred silence sacred silence and sleep somewhere, between the sacred silence and sleep disorder, disorder, disorder you, what do you own, the world? how do you own disorder? now, somewhere between the sacred silence sacred silence and sleep somewhere, between the sacred silence and sleep disorder, disorder, disorder when i became the sun, i shone life into the man's hearts when i became the sun, i shone life into the man's hearts",2001,Rock,85,14360441,83.0,"[""5eAWCfyUhZtHHtBdNk56l1""]","[""alternative metal"", ""metal"", ""nu metal"", ""rap metal"", ""rock""]",True
98,4e9eGQYsOiBcftrWXwsVco,Aerials,Toxicity,"[""System Of A Down""]",0.364,0.922,0,-4.217,0,0.0567,0.0009149999999999,0.0346,0.0697,0.227,79.342,235053,"life is a waterfall we're one in the river and one again after the fall swimming through the void, we hear the word we lose ourselves, but we find it all 'cause we are the ones that wanna play always wanna go, but you never wanna stay and we are the ones that wanna choose always wanna play, but you never wanna lose aerials in the sky when you lose small mind, you free your life life is a waterfall we drink from the river, then we turn around and put up our walls swimming through the void, we hear the word we lose ourselves, but we find it all 'cause we are the ones that wanna play always wanna go, but you never wanna stay and we are the ones that wanna choose always wanna play, but you never wanna lose, oh aerials in the sky when you lose small mind, you free your life aerials, so up high when you free your eyes, eternal prize aerials in the sky when you lose small mind, you free your life aerials, so up high when you free your eyes, eternal prize",2001,Rock,84,14360441,83.0,"[""5eAWCfyUhZtHHtBdNk56l1""]","[""alternative metal"", ""metal"", ""nu metal"", ""rap metal"", ""rock""]",True
128,42T2QQv3xgBlpQxaSP7lnK,One Last Breath,Weathered,"[""Creed""]",0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240,"please come now, i think i'm falling i'm holding on to all i think is safe it seems i found the road to nowhere and i'm trying to escape i yelled back when i heard thunder but i'm down to one last breath and with it, let me say let me say hold me now i'm six feet from the edge and i'm thinking maybe six feet ain't so far down i'm looking down now that it's over reflecting on all of my mistakes i thought i found the road to somewhere somewhere in his grace i cried out, heaven save me but i'm down to one last breath and with it, let me say let me say hold me now i'm six feet from the edge and i'm thinking maybe six feet ain't so far down hold me now i'm six feet from the edge and i'm thinking maybe six feet ain't so far down i'm so far down sad eyes follow me but i still believe there's something left for me so please come stay with me 'cause i still believe there's something left for you and me for you and me for you and me hold me now i'm six feet from the edge and i'm thinking hold me now i'm six feet from the edge and i'm thinking maybe six feet ain't so far down hold me now i'm six feet from the edge and i'm thinking maybe six feet ain't so far down please come now, i think i'm falling i'm holding on to all i think is safe",2001,Rock,84,4421497,76.0,"[""43sZBwHjahUvgbx1WNIkIz""]","[""post-grunge""]",True
160,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),Drops Of Jupiter,"[""Train""]",0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,259933,"now that she's back in the atmosphere with drops of jupiter in her hair she acts like summer and walks like rain reminds me that there's a time to change, hey since the return of her stay on the moon she listens like spring and she talks like june, hey hey, hey, yeah but tell me, did you sail across the sun? did you make it to the milky way to see the lights all faded and that heaven is overrated? and tell me, did you fall for a shooting star? one without a permanent scar, and did you miss me while you were looking for yourself out there? now that she's back from that soul vacation tracing her way through the constellation, hey, mmm she checks out mozart while she does tae-bo reminds me that there's a room to grow, hey, yeah now that she's back in the atmosphere i'm afraid that she might think of me as plain ol' jane told a story about a man who was too afraid to fly, so he never did land but tell me, did the wind sweep you off your feet? did you finally get the chance to dance along the light of day and head back to the milky way? and tell me, did venus blow your mind? was it everything you wanted to find, and did you miss me while you were looking for yourself out there? can you imagine no love, pride, deep-fried chicken your best friend always sticking up for you even when i know you're wrong? can you imagine no first dance, freeze-dried romance five hour phone conversation the best soy latte that you ever had, and me? but tell me, did the wind sweep you off your feet? did you finally get the chance to dance along the light of day and head back toward the milky way? and tell me, did you sail across the sun? did you make it to the milky way to see the lights all faded and that heaven is overrated? and tell me, did you fall for a shooting star? one without a permanent scar, and then you miss me while you were looking for yourself? na-na, na-na, na-na na-na, na-na, na-na, na, na and did you finally get the chance to dance along the light of day? na-na, na-na, na-na na-na, na-na, na-na, na, na and did you fall for a shooting star? fall for a shooting star? na-na, na-na, na-na na-na, na-na, na-na, na, na and are you lonely looking for yourself out there?",2001,Pop,83,4550069,74.0,"[""3FUY2gzHeIiaesXtOAdB7A""]","[""soft pop""]",True
165,3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,No More Drama,"[""Mary J. Blige""]",0.911,0.551,8,-3.75,0,0.0449,0.132,4.1e-05,0.0863,0.969,92.887,265867,"let's get it crunk upon have fun upon up in this dancery we got ya'll open, now ya floatin' so you gots to dance for me don't need no hateration, holleration in this dancery let's get it perculatin' while you're waiting so just dance for me come on everybody get on up cause you know we gots to get it crunk mary j. is in the spot tonight and i'ma make you feel alright (make you feel alright) come on baby just party with me let loose and set your body free leave your situations at the door so when you step inside, jump on the floor let's get it crunk upon have fun upon up in this dancery we got ya'll open, now ya floatin' so you gots to dance for me don't need no hateration, holleration in this dancery let's get it perculatin' while you're waiting so just dance for me it's only gonna be about a matter of time before you get loose and start to lose your mind cop you a drink, go 'head and rock your ice cause we celebrating ""no more drama"" in our life with a dre track pumpin', everybody's jumpin' go ahead and twist your back and get your body bumpin' i told you leave your situations at the door so grab somebody and get your ass on the dance floor let's get it crunk upon have fun upon up in this dancery we got ya'll open, now ya floatin' so you gots to dance for me don't need no hateration, holleration in this dancery let's get it perculatin' while you're waiting so just dance for me we don't need no haters just tryin' to love one another we just want y'all have a good time ""no more drama"" in your life work real hard to make a dime if you got beef, your problem, not mine leave all that bs outside we're gonna celebrate all night let's have fun tonight, no fights turn the dre track way up high making you dance all night and i got some real heat for ya this time doesn't matter if you're white or black let's get crunk cuz mary's back let's get it crunk upon have fun upon up in this dancery we got ya'll open, now ya floatin' so you gots to dance for me don't need no hateration, holleration in this dancery let's get it perculatin' while you're waiting so just dance for me let's get it crunk upon have fun upon up in this dancery we got ya'll open, now ya floatin' so you gots to dance for me don't need no hateration, holleration in this dancery let's get it perculatin' while you're waiting so just dance for me let's get it crunk upon have fun upon up in this dancery we got ya'll open, now ya floatin' so you gots to dance for me don't need no hateration, holleration in this dancery let's get it perculatin' while you're waiting so just dance for me let's get it crunk upon have fun upon up in this dancery we got ya'll open, now ya floatin' so you gots to dance for me don't need no hateration, holleration in this dancery let's get it perculatin' while you're waiting so just dance for me",2001,R&B,83,4456549,74.0,"[""1XkoF8ryArs86LZvFOkbyr""]","[""r&b""]",True
204,0DiWol3AO6WpXZgp0goxAV,One More Time,Discovery,"[""Daft Punk""]",0.613,0.6970000000000001,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,320357,"one more time one more time one more time we're gonna celebrate oh yeah, all right don't stop the dancing one more time we're gonna celebrate oh yeah, all right don't stop the dancing one more time we're gonna celebrate oh yeah, all right don't stop the dancing one more time we're gonna celebrate oh yeah one more time one more time we're gonna celebrate oh yeah, all right don't stop the dancing one more time we're gonna celebrate oh yeah don't stop the dancing one more time mmm, you know i'm just feeling celebration tonight celebrate don't wait too late mmm, no we don't stop you can't stop we're gonna celebrate one more time one more time one more time celebration you know we're gonna do it right, tonight hey! just feeling music's got me feeling the need need, yeah come on, all right we're gonna celebrate one more time celebrate and dance so free music's got me feeling so free celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate one more time music's got me feeling so free we're gonna celebrate one more time celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free one more time music's got me feeling so free we're gonna celebrate celebrate and dance so free.",2001,Electronic,82,11019074,83.0,"[""4tZwfgrHOc3mvqYlEYSvVi""]","[""electro"", ""electronic"", ""french house""]",True
236,49X0LAl6faAusYq02PRAY6,Lady - Hear Me Tonight,Modjo (Remastered),"[""Modjo""]",0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,307154,"lady, hear me tonight 'cause my feeling is just so right as we dance by the moonlight can't you see you're my delight? lady, i just feel like i won't get you out of my mind i feel love for the first time and i know that it's true, i can tell by the look in your eyes lady, hear me tonight 'cause my feeling is just so right as we dance by the moonlight can't you see you're my delight? lady, i just feel like i won't get you out of my mind i feel love for the first time and i know that it's true, i can tell by the look in your eyes lady, hear me tonight 'cause my feeling is just so right as we dance by the moonlight can't you see you're my delight? lady, i just feel like i won't get you out of my mind i feel love for the first time and i know that it's true, i can tell by the look in your eyes lady, hear me tonight 'cause my feeling is just so right lady, i just feel like i feel love for the first time lady, hear me tonight can't you see you're my delight? lady, i just feel like i won't get you out of my mind lady, hear me tonight 'cause my feeling is just so right",2001,Electronic,82,301845,66.0,"[""0AkpPlFLnr0VQwZQeMGht0""]","[""disco house"", ""french house""]",True
253,6GG73Jik4jUlQCkKg9JuGO,The Middle,Bleed American,"[""Jimmy Eat World""]",0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,165853,"hey, don't write yourself off yet it's only in your head, you feel left out or looked down on just try your best try everything you can and don't you worry what they tell themselves when you're away it just takes some time little girl, you're in the middle of the ride everything, everything'll be just fine everything, everything'll be alright, alright hey, you know they're all the same you know you're doing better on your own (on your own) so don't buy in live right now yeah, just be yourself it doesn't matter if it's good enough (good enough) for someone else it just takes some time little girl, you're in the middle of the ride everything, everything'll be just fine everything, everything'll be alright, alright it just takes some time little girl, you're in the middle of the ride everything, everything'll be just fine everything, everything'll be alright, alright whoo! hey, don't write yourself off yet it's only in your head, you feel left out (feel left out) or looked down on just do your best (just do your best) do everything you can (do everything you can) and don't you worry what their bitter hearts (bitter hearts) are gonna say it just takes some time little girl, you're in the middle of the ride everything, everything'll be just fine everything, everything'll be alright, alright it just takes some time little girl, you're in the middle of the ride everything, everything'll be just fine everything, everything'll be alright",2001,Rock,81,1832132,68.0,"[""3Ayl7mCk0nScecqOzvNp6s""]","[""emo"", ""pop punk""]",True
