,Unnamed: 0,index,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres,is_valid_lyrics,valence_norm,lyric_sentiment,alignment_gap
0,0,31,0BxE4FqsDD1Ot4YuBXwAPp,505,Favourite Worst Nightmare,"[""Arctic Monkeys""]",0.526,0.866,0,-5.822,1,0.0568,0.00287,7.8e-05,0.0945,0.248,140.266,253587,"i'm going back to 505 if it's a seven-hour flight or a 45-minute drive in my imagination, you're waiting lying on your side with your hands between your thighs stop and wait a sec oh, when you look at me like that, my darling, what did you expect? i'd probably still adore you with your hands around my neck or i did last time i checked not shy of a spark the knife twists at the thought that i should fall short of the mark frightened by the bite, though it's no harsher than the bark the middle of adventure is such a perfect place to start i'm going back to 505 if it's a seven-hour flight or a 45-minute drive in my imagination, you're waiting lying on your side with your hands between your thighs but i crumble completely when you cry it seems like once again you've had to greet me with goodbye i'm always just about to go and spoil a surprise take my hands off of your eyes too soon i'm going back to 505 if it's a seven-hour flight or a 45-minute drive in my imagination, you're waiting lying on your side with your hands between your thighs and a smile",2007,Rock,87,32684490,87.0,"[""7Ln80lUS6He07XvHI8qqHH""]","[""garage rock"", ""indie""]",True,-0.504,0.5843,1.0883
1,1,53,18lR4BzEs7e3qzc0KVkTpU,What I've Done,Minutes to Midnight,"[""Linkin Park""]",0.627,0.935,5,-4.882,1,0.0324,0.0092,0.0,0.147,0.287,120.092,205227,"in this farewell there's no blood, there's no alibi 'cause i've drawn regret from the truth of a thousand lies so let mercy come and wash away what i've done i'll face myself to cross out what i've become erase myself and let go of what i've done put to rest what you thought of me while i clean this slate with the hands of uncertainty so let mercy come and wash away what i've done i'll face myself to cross out what i've become erase myself and let go of what i've done for what i've done i start again and whatever pain may come today this ends i'm forgiving what i've done i'll face myself to cross out what i've become erase myself and let go of what i've done (na-na, na, na, na-na, na, na) (na-na, na, na, na-na, na, na) what i've done (na-na, na, na, na-na, na, na) (na-na, na, na, na-na, na, na) forgiving what i've done (na-na, na, na, na-na, na, na) (na-na, na, na, na-na, na)",2007,Rock,86,32504225,90.0,"[""6XyY86QOPPrYVGvF9ch6wz""]","[""alternative metal"", ""nu metal"", ""rap metal"", ""rock""]",True,-0.426,0.1672,0.5932000000000001
2,2,68,6ic8OlLUNEATToEFU3xmaH,Gimme More,Blackout,"[""Britney Spears""]",0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,"it's britney, bitch i see you and i just wanna dance with you every time they turn the lights down just wanna go that extra mile for you your public display of affection (oh-oh-oh) feels like no one else in the room (but you) we can get down like there's no one around we keep on rockin' (we keep on rockin') we keep on rockin' (keep on rockin') cameras are flashing while we're dirty dancing they keep watchin' (they keep watchin') keep watchin' feels like the crowd is saying gimme, gimme (more) gimme (more) gimme, gimme (more) gimme, gimme (more) gimme (more) gimme, gimme (more) gimme, gimme (more) gimme (more) gimme, gimme (more) gimme, gimme (more) gimme (more) gimme, gimme (more) the center of attention (do you feel that?) even when we're up against the wall you got me in a crazy position (yeah) if you're on a mission (uh-huh) you got my permission (oh) we can get down like there's no one around we keep on rockin' (keep on rockin') we keep on rockin', rockin' (oh, uh-huh) cameras are flashing while we're dirty dancing they keep watchin' (they keep watchin') keep watchin' (feels like the crowd is saying) gimme, gimme (more) gimme (more) gimme, gimme (more) gimme, gimme (more) gimme (more) gimme, gimme (more) gimme, gimme (more) gimme (more) gimme, gimme (more) gimme, gimme (more) gimme (more) gimme, gimme (more) i just can't control myself (more) (ooh) they want more? well, i'll give them more (oh) (more) gimme, gimme (more) gimme (more) gimme, gimme (more)(gimme more) gimme, gimme (more) gimme (more) gimme, gimme (more)(oh-oh) gimme, gimme (more) gimme (more) gimme, gimme (more) gimme, gimme (more) gimme (more)(gimme more, yeah) gimme, gimme (more)(ohh-ooh) gimme more, gimme more mo-mo-mo-mo-mo-mo (more) gimme more gimme more, babe (danja, danja, danja, danja) i just want more ooh-oh, oh, oh, oh, ooh-oh, oh, oh, oh ooh-oh, oh, oh, oh, ooh-oh, oh, oh, oh ooh-oh, oh, oh, oh, ooh-oh, oh, oh, oh ooh-oh, oh, oh, oh, ooh-oh, oh, oh, oh gimme, gimme, gimme, gimme, gimme gimme, gimme, gimme, gimme, gimme gimme, gimme, gimme, gimme, gimme gimme, gimme, gimme, gimme, gimme bet you didn't see this one coming the incredible lago (more) the legendary miss britney spears and the unstoppable danja ah, you gonna have to remove me 'cause i ain't going nowhere (more)",2007,Pop,85,18130415,84.0,"[""26dSoYclwsYLMAKD3tpOr4""]","[""pop""]",True,-0.236,0.6173,0.8533
3,3,91,5Qv2Nby1xTr9pQyjkrc94J,All I Need,In Rainbows,"[""Radiohead""]",0.67,0.478,4,-8.689,0,0.0355,0.531,0.428,0.138,0.0997,88.014,228747,i'm the next step waiting in the wings i'm an animal trapped in your hot car i am all the days that you choose to ignore you are all i need you are all i need i'm in the middle of your picture lying in the reeds i am a moth who just wants to share your light i'm just an insect trying to get out of the night i only stick with you because there are no others you are all i need you are all i need i am in the middle of your picture lying in the reeds it's all wrong it's all right it's all right it's all right it's all wrong it's all right it's all right it's all right it's all wrong it's all right,2007,Rock,84,14473040,88.0,"[""4Z8W4fKeB5YxbusRsdQVPb""]","[""alternative rock"", ""art rock""]",True,-0.8006,-0.9682,-0.1675999999999999
4,4,130,0mEdbdeRFQwBhN4xfyIeUM,Can't Tell Me Nothing,Graduation,"[""Kanye West""]",0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.8200000000000001,0.102,80.029,271600,"la, la, la-la (yeah) wait 'til i get my money right (oh, oh, oh, oh, oh) i had a dream i could buy my way to heaven when i awoke, i spent that on a necklace (oh, oh, oh, oh, oh) i told god i'd be back in a second man, it's so hard not to act reckless to whom much is given much is tested get arrested, guess until he get the message (oh, oh, oh, oh, oh) i feel the pressure, under more scrutiny and what i do? act more stupidly (oh, oh, oh, oh, oh) bought more jewelry, more louis v my mama couldn't get through to me (oh, oh, oh, oh, oh) the drama, people suing me i'm on tv talkin' like it's just you and me i'm just saying how i feel, man i ain't one of the cosby's, i ain't go to hell, man (oh, oh, oh, oh, oh) i guess the money should have changed him i guess i should have forgot where i came from la, la, la-la (ayy) wait 'til i get my money right la, la, la-la (yeah) then you can't tell me nothing, right? excuse me? was you saying something? uh uh, you can't tell me nothing (yeah) (ha ha) you can't tell me nothing (yeah, yeah, yeah) uh uh, you can't tell me nothing (oh, oh, oh, oh, oh) let up the suicide doors this is my life, homie, you decide yours (oh, oh, oh, oh, oh) i know that jesus died for us but i couldn't tell you who decide wars so i parallel double park that motherfucker sideways old folks talking 'bout back in my day (oh, oh, oh, oh, oh) but, homie, this is my day, class started two hours ago oh, am i late? (oh, oh, oh, oh, oh) no, i already graduated and you can live through anything if magic made it (oh, oh, oh, oh, oh) they say i talk with so much emphasis ooh, they so sensitive don't ever fix yo' lips like collagen and then say something where you gonna end up apologin' (oh, oh, oh, oh, oh) let me know if it's a problem man a'ight man, holla then la, la, la-la (ayy) wait 'til i get my money right la, la, la-la (yeah) then you can't tell me nothing, right? excuse me? was you saying something? uh uh, you can't tell me nothing (yeah) (ha ha) you can't tell me nothing (yeah, yeah, yeah) uh uh, you can't tell me nothing (oh, oh, oh, oh, oh) let the champagne splash let that man get cash let that man get passed he 'on't even stop to get gas if he can move through the rumors he can drive off of fumes 'cause how he move in a room full of no's? how he stay faithful in a room full of hoes? must be the pharaohs, he in tune with his soul so when he buried in a tomb full of gold treasure, what's yo' pleasure? life is a, uh, dependin' how you dress her so if the devil wear prada, adam, eve wear nada i'm in between but way more fresher with way less effort 'cause when you try hard, it's when you die hard y'all homies lookin' like, why god? when they reminisce over you, my god la, la, la-la (ayy) wait 'til i get my money right la, la, la-la (yeah) then you can't tell me nothing, right? excuse me? was you saying something? uh uh, you can't tell me nothing (yeah) (ha ha) you can't tell me nothing (yeah, yeah, yeah) uh uh, you can't tell me nothing (oh, oh, oh, oh, oh) la, la, la-la (ayy) wait 'til i get my money right la, la, la-la (yeah) then you can't tell me nothing, right? (i'm serious, nigga) ayy yeah, ha, ha, yeah, yeah nah, i'm serious nigga, i got money oh, oh, oh, oh, oh, g.o.o.d. got it made oh, oh, oh, oh, oh, g.o.o.d. got it made oh, oh, oh, oh, oh, g.o.o.d. got it made",2007,Hip-Hop,84,31538631,92.0,"[""5K4W6rqBFWDnAN6FQUkS6x""]","[""rap""]",True,-0.796,-0.9046,-0.1085999999999999
5,5,142,5Y77SQxEr1eiofPeUTPHxM,You,Street Love,"[""Lloyd"", ""Lil Wayne""]",0.412,0.876,5,-6.008,0,0.472,0.102,0.0,0.297,0.706,130.21,273133,"it's a major move right here, baby you gotta get with it or get lost, you understand? (yeah) it's young lloyd reporting live from atlanta, georgia (weezy f. baby) decatur, where it's greater and, uh, i want all my sexy ladies to report to the dance floor immediately we gon' golden glide this one, y'all, speak, weezy right off the bat, ma, the boy got dollars so women come frequent like flight mileage it ain't no secret i, i might holla but i ain't gonna sweat ya, baby, i'ma let'cha catch up with your game, run faster don't let him lose you 'cause i ain't gon' bless ya unless ya feelin' a little desperate send a nigga a text message, girl stop, wait a minute the way you move that, girl you done got my heart all in it and i just wanna be with you tonight girl, please, i'm a player, yeah, it's true but i change the game for you i wanna see what it do can i be for real? this is how i feel i'm in need of love, so let's dip up out of here ooh, you're just my type, everything so right and i just wanna chill, so let's dip up out of here let's dip up out of here (ha, ha-ha, ha, ha) she's fine too, but i want you (ha, ha-ha, ha, ha) she's fine too, but i want you i'll admit it this just ain't no game these just ain't words, that i'm spitting if you could see the thoughts that's in my head i'm trippin', i'm a player, yeah, it's true but i'll change the game for you i wanna see what it do can i be for real? this is how i feel i'm in need of love, so let's dip up out of here ooh, you're just my type, everything so right and i just wanna chill, so let's dip up out of here let's dip up out of here (ha, ha-ha, ha, ha) she's fine too, but i want you (ha, ha-ha, ha, ha) she's fine too, but i want you yeah, weezy f. baby, the key to the ladies keys to the 'cedes but please say, ""the baby"" weed and patrón, even in the a.m we should be alone, we can get a days inn you like what i'm saying? then come around the way and we can go inside and stay in tell the homeboy you're staying, you've been taken gone, turn me on and i'ma turn him, yeah you know i love you like cooked food you know you fucking with a good dude you know you give good brain like you graduated from a good school you know i'm a good move, you should do me, so hey, shorty, what it is tha carter who it is, and shorty do it big a party at my crib, that's a party in the hills you call it what you want, 'cause she can call it what she feel (ow!) can i be for real? this is how i feel i'm in need of love, so let's dip up out of here ooh, you're just my type, everything so right and i just wanna chill, so let's dip up out of here let's dip up out of here (ha, ha-ha, ha, ha) she's fine too, but i want you (ha, ha-ha, ha, ha) she's fine too, but i want you i ain't nothing but a non-violent nigga, ya know what i mean? street love, big love, c'mon me and lil' lloyd, baby, long hair, don't care yo, what up, ryan? i see you, baby, yeah it's major moves right here, baby i ain't talking fast, it's just you listenin' slow, ya know what i mean? you ain't tryna hear me then don't heard me, i'm up outta hear i ain't being mean but you so mean in them jeans ya know what i mean? so what you want me to do? you",2007,Hip-Hop,83,21136734,80.0,"[""1Xfmvd48oOhEWkscWyEbh9"", ""55Aa2cqylxrFIXC767Z865""]","[""hip hop"", ""r&b"", ""rap""]",True,0.4119999999999999,0.999,0.5870000000000001
6,6,149,7rbECVPkY5UODxoOUVKZnA,I Wonder,Graduation,"[""Kanye West""]",0.542,0.466,0,-8.665,1,0.0831,0.141,0.000445,0.125,0.124,191.385,243440,"find your dreams come true and i wonder if you know what it means, what it means and i wonder if you know what it means, what it means and i wonder if you know what it means to find your dreams and i wonder i've been waiting on this my whole life (and i wonder) these dreams be waking me up at night (and i wonder) you say i think i'm never wrong (and i wonder) you know what? maybe you're right, aight? and i wonder if you know what it means, what it means and i wonder if you know what it means to find your dreams and i wonder you say he get on your fuckin' nerves (and i wonder) you hope that he get what he deserves, word (and i wonder) do you even remember what the issue is? you just trying to find where the tissue is you can still be who you wish you is it ain't happen yet and that's what the intuition is (and i wonder) when you hop back in the car drive back to the crib run back to their arms the smokescreens the chokes and the screams you ever wonder what it all really mean? and i wonder if you know what it means, what it means and i wonder if you know what it means to find your dreams and i wonder and i'm back on my grind a psychic read my lifeline told me in my lifetime my name would help light up the chicago skyline and that's why i'm (and i wonder) 7 o'clock, that's primetime heaven'll watch, god calling from the hotlines why he keep giving me hot lines? i'm a star, how could i not shine? (and i wonder) how many ladies in the house? (if you know) how many ladies in the house without a spouse? (what it means) something in your blouse got me feeling so aroused (what it means) what you about? (and i wonder) on that independent shit trade it all for a husband and some kids (what it means) you ever wonder what it all really mean? you wonder if you'll ever find your dreams?",2007,Hip-Hop,83,31538631,92.0,"[""5K4W6rqBFWDnAN6FQUkS6x""]","[""rap""]",True,-0.752,0.973,1.725
7,7,161,1jJci4qxiYcOHhQR247rEU,Kids,Oracular Spectacular,"[""MGMT""]",0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,"you were a child, crawling on your knees toward it making momma so proud but your voice is too loud we like to watch you laughing you pick the insects off plants no time to think of consequences control yourself take only what you need from it a family of trees wanting to be haunted control yourself take only what you need from it a family of trees wanting to be haunted the water is warm, but it's sending me shivers a baby is born crying out for attention the memories fade like looking through a fogged mirror decision to decisions are made and not bought but i thought this wouldn't hurt a lot, i guess not control yourself take only what you need from it a family of trees wanting to be haunted control yourself take only what you need from it a family of trees wanting to be haunted control yourself take only what you need from it a family of trees wanting to be haunted control yourself take only what you need from it a family of trees wanting to be haunted control yourself take only what you need from it a family of trees wanting to be haunted control yourself take only what you need from it a family of trees",2007,Pop,83,3622847,75.0,"[""0SwO7SWeDHJijQ3XNS7xEE""]","[""indie""]",True,-0.656,-0.9622,-0.3062
8,8,169,3Z3QhZAZpqwZa1phsbQ3JZ,Driving Home for Christmas,The Works,"[""Chris Rea""]",0.497,0.661,9,-9.047,1,0.0361,0.328,0.000317,0.211,0.894,180.225,240213,"i'm driving home for christmas oh, i can't wait to see those faces i'm driving home for christmas, yeah well, i'm moving down that line and it's been so long but i will be there i sing this song to pass the time away driving in my car driving home for christmas it's gonna take some time, but i'll get there top to toe in tailbacks oh, i got red lights all around but soon there'll be a freeway, yeah get my feet on holy ground so i sing for you though you can't hear me when i get through and feel you near me driving in my car i'm driving home for christmas driving home for christmas with a thousand memories i take a look at the driver next to me he's just the same just the same top to toe in tailbacks oh, i got red lights all around i'm driving home for christmas, yeah get my feet on holy ground so i sing for you though you can't hear me when i get through oh and feel you near me driving in my car driving home for christmas driving home for christmas with a thousand memories i take look at the driver next to me he's just the same he's driving home, driving home",2007,Pop,83,1158004,73.0,"[""5KEG7G8LDYlHgFDqZyEEs2""]","[""christmas""]",True,0.788,0.8873,0.0992999999999999
9,9,229,0UFDKFqW2oGspYeYqo9wjA,Bleed It Out,Minutes to Midnight,"[""Linkin Park""]",0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127,166373,"yeah, here we go for the hundredth time hand grenade pins in every line throw 'em up and let something shine going out of my fucking mind filthy mouth, no excuse find a new place to hang this noose string me up from atop these roofs knot it tight so i won't get loose truth is you can stop and stare bled myself out and no one cares dug a trench out, laid down there with a shovel up out of reach somewhere yeah, someone pour it in make it a dirt dance floor again say your prayers and stomp it out when they bring that chorus in i bleed it out, digging deeper just to throw it away i bleed it out, digging deeper just to throw it away i bleed it out, digging deeper just to throw it away just to throw it away, just to throw it away i bleed it out go, stop the show choppy words and a sloppy flow shotgun opera, lock and load cock it back and then watch it go mama help me, i've been cursed death is rolling in every verse candy paint on his brand new hearse can't contain him, he knows he works fuck, this hurts, i won't lie doesn't matter how hard i try half the words don't mean a thing and i know that i won't be satisfied so why try ignoring him make it a dirt dance floor again say your prayers and stomp it out when they bring that chorus in i bleed it out, digging deeper just to throw it away i bleed it out, digging deeper just to throw it away i bleed it out, digging deeper just to throw it away just to throw it away, just to throw it away i bleed it out i've opened up these scars i'll make you face this i pulled myself so far i'll make you face this now i bleed it out, digging deeper just to throw it away i bleed it out, digging deeper just to throw it away i bleed it out, digging deeper just to throw it away just to throw it away, just to throw it away i bleed it out, digging deeper just to throw it away i bleed it out, digging deeper just to throw it away i bleed it out, digging deeper just to throw it away just to throw it away, just to throw it away i bleed it out i bleed it out i bleed it out",2007,Rock,82,32504225,90.0,"[""6XyY86QOPPrYVGvF9ch6wz""]","[""alternative metal"", ""nu metal"", ""rap metal"", ""rock""]",True,0.1919999999999999,-0.96,-1.152
