,Unnamed: 0,index,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres,is_valid_lyrics,valence_norm,lyric_sentiment,alignment_gap
0,0,11,6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Currents,"[""Tame Impala""]",0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,"someone said they left together  i ran out the door to get her  she was holding hands with trevor  not the greatest feeling ever  said, ""pull yourself together""  you should try your luck with heather""  then i heard they slept together  oh, the less i know the better   the less i know the better  oh my love, can't you see yourself by my side?  no surprise when you're on his shoulder like every night  oh my love, can't you see that you're on my mind?  don't suppose we could convince your lover to change his mind  so goodbye   she said, ""it's not now or never  wait ten years, we'll be together""  i said, ""better late than never  just don't make me wait forever""   don't make me wait forever   don't make me wait forever  oh my love, can't you see yourself by my side?  i don't suppose you could convince your lover to change his mind  i was doing fine without ya  'til i saw your face, now i can't erase  giving in to all his bullshit  is this what you want? is this who you are?  i was doing fine without ya  'til i saw your eyes turn away from mine  oh, sweet darling, where he wants you  said, ""come on superman, say your stupid line""   said, ""come on superman, say your stupid line""   said, ""come on superman, say your stupid line""",2015,Rock,89,9857195,86.0,"[""5INjqkS1o8h1imAzPqGZBb""]","[""indie"", ""neo-psychedelic""]",True,0.5700000000000001,0.9808,0.4107999999999999
1,1,64,69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,A Head Full of Dreams,"[""Coldplay""]",0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,263787,"turn your magic on umi she'd say everything you want's a dream away and we are legends every day that's what she told him turn your magic on to me she'd say everything you want's a dream away under this pressure, under this weight we are diamonds now i feel my heart beating i feel my heart underneath my skin and i feel my heart beating oh, you make me feel like i'm alive again alive again! oh, you make me feel like i'm alive again said, i can't go on not in this way i'm a dream, i die by light of day gonna hold up half the sky and say oh, we are omen and i feel my heart beating i feel my heart underneath my skin oh, i can feel my heart beating 'cause you make me feel like i'm alive again alive again oh, you make me feel like i'm alive again turn your magic on to me she'd say everything you want's a dream away under this pressure, under this weight we are diamonds, taking shape we are diamonds, taking shape if we've only got this life in this adventure, well, then i and if we've only got this life you get me through alive and if we've only got this life in this adventure, well, then i wanna share it with you with you with you i said, oh say, oh woo-hoo (woo-hoo) woo-hoo (woo-hoo) woo-hoo (woo-hoo) woo-hoo (woo-hoo) woo-hoo (woo-hoo) woo-hoo (woo-hoo) woo-hoo (woo-hoo) woo-hoo (woo-hoo) woo-hoo (woo-hoo) woo-hoo (woo-hoo) woo-hoo (woo-hoo) woo-hoo (woo-hoo)",2015,Rock,85,61694938,90.0,"[""4gzpq5DPGxSnKTe4SA8HAU""]",[],True,0.06,0.9934,0.9334
2,2,70,3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,Traveller,"[""Chris Stapleton""]",0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,"used to spend my nights out in a bar room liquor was the only love i've known but you rescued me from reachin' for the bottom and brought me back from being too far gone you're as smooth as tennessee whiskey you're as sweet as strawberry wine you're as warm as a glass of brandy and honey, i stay stoned on your love all the time i've looked for love in all the same old places found the bottom of the bottles always dry but when you poured out your heart i didn't waste it 'cause there's nothing like your love to get me high you're as smooth as tennessee whiskey you're as sweet as strawberry wine you're as warm as a glass of brandy and honey, i stay stoned on your love all the time you're as smooth as tennessee whiskey you're as sweet as strawberry wine you're as warm as a glass of brandy honey, i stay stoned on your love all the time you're as smooth as tennessee whiskey tennessee whiskey tennessee whiskey you're as smooth as tennessee whiskey tennessee whiskey tennessee whiskey",2015,Country,85,9189545,83.0,"[""4YLtscXsxbVgi031ovDDdh""]","[""country"", ""outlaw country""]",True,0.024,0.9949,0.9709
3,3,102,2X485T9Z5Ly0xyaghN73ed,Let It Happen,Currents,"[""Tame Impala""]",0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587,"it's always around me, all this noise, but not nearly as loud as the voice saying ""let it happen, let it happen"" (it's gonna feel so good) ""just let it happen, let it happen"" all this running around tryin' to cover my shadow a notion growing inside now all the others seem shallow all this running around bearing down on my shoulders i can hear an alarm it must be morning i heard about a whirlwind that's coming 'round it's gonna carry off all that isn't bound, and when it happens, when it happens (i won't be holding on) so let it happen, let it happen all this running around i can't fight it much longer something's tryin' to get out and it's never been closer if my take-off fails make up some other story but if i never come back tell my mother i'm sorry (i cannot vanish, you will not scare me) (try to get through it, try to push through it) (you were not thinking that i will not do it) (they be lovin' someone and i'm another story) (take the next ticket, get the next train) (why would i do it?) (anyone'd think that–) (i cannot vanish, you will not scare me) (try to get through it, try to push through it) (you were not thinking that i will not do it) (they be lovin' someone and i'm another story) (take the next ticket, get the next train) (why would i do it?) (anyone'd think that–) (i cannot vanish, you will not scare me) (try to get through it, try to push through it) (you were not thinking that i will not do it) (they be lovin' someone and i'm another story) (take the next ticket, get the next train) (why would i do it?) (anyone'd think that–) baby, now i'm ready, moving on oh, but maybe i was ready all along oh, i'm ready for the moment and the sound oh, but maybe i was ready all along baby, now i'm ready, moving on oh, but maybe i was ready all along oh, i'm ready for the moment and the sound oh, but maybe i was ready all along",2015,Rock,84,9857195,86.0,"[""5INjqkS1o8h1imAzPqGZBb""]","[""indie"", ""neo-psychedelic""]",True,0.1539999999999999,0.9903,0.8363
4,4,112,2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),"[""Wiz Khalifa"", ""Charlie Puth""]",0.6890000000000001,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,"it's been a long day without you, my friend and i'll tell you all about it when i see you again we've come a long way from where we began oh, i'll tell you all about it when i see you again when i see you again damn, who knew? all the planes we flew, good things we been through that i'd be standing right here talking to you 'bout another path, i know we loved to hit the road and laugh but something told me that it wouldn't last had to switch up, look at things different, see the bigger picture those were the days, hard work forever pays now i see you in a better place (see you in a better place) uh how can we not talk about family when family's all that we got? everything i went through, you were standing there by my side and now you gon' be with me for the last ride it's been a long day without you, my friend and i'll tell you all about it when i see you again (i'll see you again) we've come a long way (yeah, we came a long way) from where we began (you know we started) oh, i'll tell you all about it when i see you again (i'll tell you) when i see you again first, you both go out your way and the vibe is feeling strong and what's small turned to a friendship, a friendship turned to a bond and that bond will never be broken, the love will never get lost (the love will never get lost) and when brotherhood come first, then the line will never be crossed established it on our own when that line had to be drawn and that line is what we reached, so remember me when i'm gone (remember me when i'm gone) how can we not talk about family when family's all that we got? everything i went through you were standing there by my side and now you gon' be with me for the last ride so let the light guide your way, yeah hold every memory as you go and every road you take will always lead you home, home it's been a long day without you, my friend and i'll tell you all about it when i see you again we've come a long way from where we began oh, i'll tell you all about it when i see you again when i see you again when i see you again (yeah, uh) see you again (yeah, yeah, yeah) when i see you again",2015,Pop,84,37792464,82.5,"[""137W8MRPWKqSmrBGDBFSop"", ""6VuMaDnrHyPL1p4EHjYLi7""]","[""pop"", ""rap"", ""soft pop""]",True,-0.434,0.9951,1.4291
5,5,124,3pXF1nA74528Edde4of9CC,Don't,T R A P S O U L,"[""Bryson Tiller""]",0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,198293,"don't, don't play with her, don't be dishonest (ayy) still not understandin' this logic (ayy) i'm back and i'm better (and i'm better) i want you bad as ever don't let me just let up i wanna give you better baby, it's whatever somebody gotta step up girl, i'm that somebody, so i'm next up be damned if i let him catch up it's easy to see that you're fed up i am on a whole 'nother level girl, he only fucked you over 'cause you let him fuck him, girl, i guess he didn't know any better girl, that man didn't show any effort do all i can just to show you you're special certain it's your love that holds me together lately you say he been killin' the vibe gotta be sick of this guy pull up, skrr, get in the ride left hand is steerin' the other is grippin' your thigh light up a spliff and get high shawty, you deserve what you've been missin' lookin' at you i'm thinkin' he must be trippin' play this song for him, tell him, ""just listen"" don't don't girl, said he keeps on playin' games and his lovin' ain't the same i don't know what to say, but what a shame if you were mine you would not get the same if you were mine you would top everything suicide in the drop switchin' lanes and that thing so fire, baby, no propane got good pussy, girl, can i be frank? to keep it 100, girl, i ain't no saint but he the only reason that i'm feelin' this way givin' you the world, baby, when you get space pen game get me laid, baby, that's penetrate oh, baby don't h-town got a nigga so throwed pour up, we can party some more yeah, got this drank in my cup got a young nigga feelin' so throwed spit fire in a world so cold young money got a nigga feelin' old spit fire in a world so cold h-town got me feelin' so throwed h-town got me feelin' so throwed ride paint and we sip 'til we fold h-town got me feelin' so throwed spit fire in a world so cold h-town got a nigga so throwed don't",2015,Hip-Hop,84,10713249,81.0,"[""2EMAnMvWE2eb56ToJVfCWs""]","[""r&b"", ""trap soul""]",True,-0.622,-0.9195,-0.2975
6,6,131,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,Stories,"[""Avicii""]",0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,"where there's a will, there's a way, kind of beautiful and every night has its day, so magical and if there's love in this life, there's no obstacle that can't be defeated for every tyrant, a tear for the vulnerable in every lost soul, the bones of a miracle for every dreamer, a dream, we're unstoppable with something to believe in monday left me broken tuesday, i was through with hoping wednesday, my empty arms were open thursday, waiting for love, waiting for love thank the stars, it's friday i'm burning like a fire gone wild on saturday guess i won't be coming to church on sunday i'll be waiting for love, waiting for love to come around ♪ we are one of a kind, irreplaceable how did i get so blind and so cynical? if there's love in this life, we're unstoppable no, we can't be defeated monday left me broken tuesday, i was through with hoping wednesday, my empty arms were open thursday, waiting for love, waiting for love thank the stars, it's friday i'm burning like a fire gone wild on saturday guess i won't be coming to church on sunday i'll be waiting for love, waiting for love to come around ♪",2015,Electronic,83,23501503,81.0,"[""1vCWHaC5f2uS3yhpwWbIA6""]","[""edm""]",True,0.2259999999999999,0.9948,0.7688
7,7,137,52ojopYMUzeNcudsoz7O9D,"New Person, Same Old Mistakes",Currents,"[""Tame Impala""]",0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240,"i can just hear them now ""how could you let us down?"" but they don't know what i found or see it from this way 'round feeling it overtake all that i used to hate one by one, every trait i tried, but it's way too late all the signs i don't read two sides of me can't agree will i be in too deep? going with what i always longed for feel like a brand new person (but you'll make the same old mistakes) i don't care, i'm in love (stop before it's too late, i know) feel like a brand new person (but you'll make the same old mistakes) i finally know what it's like (you don't have what it takes) stop before it's too late, i know there's too much at stake making the same mistakes (and i still don't know why it's happening) stop while it's not too late (and i still don't know) finally taking flight i know you don't think it's right i know that you think it's fake maybe fake's what i like the point is, i have the right not thinking in black and white i'm thinking it's worth the fight soon to be out of sight knowing it all this time going with what i always longed for feel like a brand new person (but you'll make the same old mistakes) i don't care, i'm in love (stop before it's too late) feel like a brand new person (but you'll make the same old mistakes) so how will i know i've gone too far? (you don't have what it takes) stop before it's too late man, i know that it's hard to digest but maybe your story ain't so different from the rest and i know it seems wrong to accept but you've got your demons, and she's got her regrets and i know that it's hard to digest a realization is as good as a guess and i know it seems wrong to accept but you've got your demons, and she's got her regrets but you've got your demons, and she's got her regrets feel like a brand new person, so how will i know that it's right? in a new direction, so how will i know i've gone too far? (stop thinking that the only option was) i feel like a brand new person i finally know what it's like (stop thinking that the only option was) in a new direction, so how will i know i've gone too far? (stop thinking that the only option was) and i know it's hard to describe (stop thinking that the only option was) in a new direction so how will i know that it's right?",2015,Rock,83,9857195,86.0,"[""5INjqkS1o8h1imAzPqGZBb""]","[""indie"", ""neo-psychedelic""]",True,-0.02,-0.9814,-0.9614
8,8,159,51EC3I1nQXpec4gDk0mQyP,90210 (feat. Kacy Hill),Rodeo,"[""Travis Scott"", ""Kacy Hill""]",0.402,0.526,9,-6.741,0,0.0904,0.113,8e-06,0.105,0.312,81.404,339067,"(dean, what's poppin'? yo, travis) mhm, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh mama's bailing down that road, craving 9021- she a porn star girl, ah, from the valley (honestly, god bless) who left her hometown world all for that alley ooh, created lake tahoe all from her panties (i hope it was wet like my jumper, though) ooh, used to take the long way home long way home, all for that candy, mm (hahaha) baby's hooked on feeling low do, do, do do, doo jacques turned la flame, now he rolling on an addy fifty on a chain, 'nother fifty on a caddy, oh he might pop him a pill, pop him a seal, pop anyone pop anything, pop anything to find that alley hmm, yeah, to find that alley, mm baby's hooked on feeling low do, do, do do, doo in the 90210, 90210, looking for that alley in the 90210, 90210, looking for that alley, ooh it's the superstar girl, superstar girl, roaming in that alley (baby's hooked on feeling low) ooh, in the 90210, 90210, somewhere in that alley (i gotta tell ya) ooh, aah ooh ooh-ooh-ooh-ooh yeah my granny called, she said, ""travvy, you work too hard i'm worried you forget about me"" i'm falling in and out of clouds, don't worry, i'ma get it, granny, uh what happened? now my daddy happy mama called me up, that money coming and she love me i done made it now, i done found life's meaning now all them days her heart'd break, her heart not in pieces now friends turning into fraud niggas practicing half the passion, you niggas packaged different all you niggas, you niggas want the swag, you can't have it i'ma sell it, your niggas salary, we 'bout to cap, bitch youngest nigga out of houston at the grammys smiling at 'em laughing at me i passed the rock to ye, he pump faked, then passed it back, bitch all of this off of rapping, should've wrote this in latin, yeah, yeah mmm, i know, i know, i know, i know, i know i know, i know, i know, i know, i know cuzzo said we in the store, yeah, we 'bout to drop a four he passed the cigarette, i choke, woo told my auntie, ""put them 'ports down, them 'ports down"" now you know you love your own now hit the stage, they got their hands up, don't put your nose down i ain't knockin', nigga, i knocked the door down, for sure now whole crew, i swear they counting on me gold chains, gold rings, i got an island on me houses on me, he got them ounces on him holy father, come save these niggas, i'm styling on 'em good lord, i see my good fortune in all these horses i'm driving too fast to stop, so all these signs, i ignore them just this guy from north of the border, my chips is in order my mom's biggest supporter so now a nigga support a nigga",2015,Pop,83,42012787,78.5,"[""0Y5tJX1MQlPlqiwlOH1tJY"", ""4dYQmk5ma04mZ1KJ9KkAQK""]","[""rap""]",True,-0.376,0.9878,1.3638
9,9,182,6dRVOzSxLqRdqUjc9mctGg,Girl You Loud,Fan of A Fan The Album (Expanded Edition),"[""Chris Brown"", ""Tyga""]",0.722,0.551,8,-8.842,0,0.0656,0.0864,0.0,0.13,0.556,129.506,213400,"drumma boy yeah niggas won't ride for you, niggas won't die for you bitch, i'll ride for you, niggas won't die for you fuckin' in the morn', makin' love, fuckin' in the mornin' uh, wakin' up, fuckin' in the mornin' niggas won't ride for you, yeah i'm 'bout to get up on that ass right now just love me, love me down, now and you a smoker, i'ma roll up, you blow it down one more, oh, oh, girl, you loud i'm 'bout to get up on that ass right now just love me, love me down, now and you a smoker, i'ma roll up, you blow it down one more, oh, oh, girl, you loud yeah, i put that diamond in you, boo put on your favorite birthday suit i hit them lights, we in the mood i'ma slide inside and don't you move scorpio, sex drive for two who else you know would die for you? them niggas ain't livin' that shit i showed you shit them niggas won't ever do this year, i do my thing 'bout to put that def to shame so high, eyes low how you scream my name, only time you use in vain but i swear this time no foreplay and games shoot it straight to your naval ring, put it back in, go again ('gain) lookin' at this mess we made, but i can't take the blame (oh, babe) yeah, this your bed, you lay in it (oh-oh-oh) i'ma lick it up, girl gon' play with it (all night) taste so good, i put my face in it now she runnin' from the dick, i told her stay with it i'm 'bout to get up on that ass right now just love me, love me down, now (down) and you a smoker, i'ma roll up, you blow it down one more, oh, oh, girl, you loud i'm 'bout to get up on that ass right now just love me, love me down, now and you a smoker, i'ma roll up, you blow it down one more, oh, oh, girl, you loud there you are steppin' on my heart you're so cold right now and you tryna lay me down but i'm not scared of death, girl if i die, my love ain't gon' change 'cause we're in deep, hold your breath, girl baby, i'm in so deep, and you just wanna be loud all night, girl (oh, babe) yeah, this your bed, you lay in it (oh-oh-oh) i'ma lick it up, girl gon' play with it (all night) taste so good, i put my face in it now she runnin' from the dick, i told her stay with it i'm 'bout to get up on that ass right now just love me, love me down, now (down) and you a smoker, i'ma roll up, you blow it down one more, oh, oh, girl, you loud i'm 'bout to get up on that ass right now just love me, love me down, now and you a smoker, i'ma roll up, you blow it down one more, oh, oh, girl, you loud",2015,R&B,83,36475238,85.0,"[""7bXgB6jMjp9ATFy66eO08Z"", ""5LHRHt1k9lMyONurDHEdrp""]","[""r&b""]",True,0.1120000000000001,0.9962,0.8841999999999999
